9022.67440000 0.56777919 0.09850956 0.66628875 6.67297197
9022.78727541 3.14123884 0.11881229 3.26005113 6.66955800
9022.90015082 2.50412513 0.13936364 2.64348877 6.66986605
9023.01302623 -0.69238563 0.15855012 -0.53383552 6.67378287
9023.12590164 -3.18122819 0.17434717 -3.00688102 6.68057840
9023.23877705 -2.41862537 0.18446425 -2.23416112 6.68910502
9023.35165246 0.81598756 0.18657771 1.00256527 6.69808819
9023.46452787 3.21660217 0.17863725 3.39523942 6.70639807
9023.57740328 2.32961664 0.15921757 2.48883421 6.71321474
9023.69027869 -0.93840564 0.12787570 -0.81052994 6.71805845
9023.80315410 -3.24730946 0.08546772 -3.16184174 6.72071932
9023.91602951 -2.23722808 0.03437596 -2.20285212 6.72115744
9024.02890492 1.05946227 -0.02139986 1.03806240 6.71944122
9024.14178033 3.27330552 -0.07632779 3.19697773 6.71575615
9024.25465574 2.14159371 -0.12363367 2.01796004 6.71046635
9024.36753115 -1.17898181 -0.15580714 -1.33478896 6.70417245
9024.48040656 -3.29455263 -0.16530989 -3.45986252 6.69769911
9024.59328197 -2.04285230 -0.14544128 -2.18829357 6.69197087
9024.70615738 1.29679088 -0.09128168 1.20550920 6.68778925
9024.81903279 3.31101996 -0.00060051 3.31041945 6.68558345
9024.93190820 1.94114709 0.12540727 2.06655436 6.68524266
9025.04478361 -1.41271855 0.28169725 -1.13102130 6.68612429
9025.15765902 -3.32268362 0.45938557 -2.86329804 6.68726633
9025.27053443 -1.83662564 0.64626610 -1.19035954 6.68774073
9025.38340984 1.52659662 0.82783580 2.35443242 6.68701057
9025.49628525 3.32952669 0.98874386 4.31827055 6.68513789
9025.60916067 1.72943959 1.11449561 2.84393520 6.68274311
9025.72203608 -1.63825989 1.19317941 -0.44508048 6.68072210
9025.83491149 -3.33153924 1.21695803 -2.11458121 6.67983769
9025.94778690 -1.61974444 1.18308690 -0.43665754 6.68036696
9026.06066231 1.74754636 1.09428893 2.84183528 6.68196774
9026.17353772 3.32871835 0.95841787 4.28713622 6.68383014
9026.28641313 1.50769935 0.78746041 2.29515977 6.68504701
9026.39928854 -1.85429746 0.59603503 -1.25826242 6.68503549
9026.51216395 -3.32106811 0.39962395 -2.92144416 6.68382102
9026.62503936 -1.39346688 0.21280633 -1.18066055 6.68206031
9026.73791477 1.95835832 0.04774434 2.00610266 6.68079901
9026.85079018 3.30859963 -0.08688552 3.22171411 6.68107475
9026.96366559 1.27721274 -0.18641043 1.09080231 6.68353686
9027.07654100 -2.05957798 -0.25011906 -2.30969703 6.68823332
9027.18941641 -3.29133099 -0.28073704 -3.57206803 6.69462862
9027.30229182 -1.15910561 -0.28356190 -1.44266751 6.70180957
9027.41516723 2.15780957 -0.26543249 1.89237707 6.70876440
9027.52804264 3.26928725 -0.23370820 3.03557905 6.71461374
9027.64091805 1.03931683 -0.19540517 0.84391166 6.71872242
9027.75379346 -2.25291058 -0.15658889 -2.40949947 6.72069402
9027.86666887 -3.24250038 -0.12206460 -3.36456499 6.72030631
9027.97954428 -0.91802020 -0.09535079 -1.01337099 6.71746196
9028.09241969 2.34474305 -0.07887291 2.26587013 6.71220401
9028.20529510 3.21100926 -0.07428287 3.13672639 6.70479574
9028.31817051 0.79539170 -0.08279567 0.71259603 6.69581506
9028.43104592 -2.43317373 -0.10544060 -2.53861433 6.68618782
9028.54392133 -3.17485956 -0.14314851 -3.31800808 6.67709658
9028.65679674 -0.67160923 -0.19663589 -0.86824511 6.66975119
9028.76967215 2.51807433 -0.26609664 2.25197769 6.66507651
9028.88254756 3.13410374 -0.35076401 2.78333973 6.66342978
9028.99542297 0.54685238 -0.44844929 0.09840308 6.66447148
9029.10829838 -2.59932168 -0.55518979 -3.15451147 6.66726448
9029.22117379 -3.08880092 -0.66513585 -3.75393676 6.67058263
9029.33404920 -0.42130215 -0.77077299 -1.19207514 6.67331603
9029.44692461 2.67679790 -0.86351229 1.81328561 6.67481274
9029.55980002 3.03901683 -0.93460193 2.10441490 6.67501927
9029.67267543 0.29514069 -0.97623394 -0.68109326 6.67436672
9029.78555084 -2.75039059 -0.98266133 -3.73305192 6.67345907
9029.89842625 -2.98482370 -0.95112000 -3.93594370 6.67270860
9030.01130166 -0.16855103 -0.88237404 -1.05092507 6.67209054
9030.12417707 2.81999298 -0.78076895 2.03922403 6.67113788
9030.23705248 2.92630014 -0.65377063 2.27252952 6.66918837
9030.34992789 0.04171684 -0.51106575 -0.46934891 6.66577624
9030.46280330 -2.88550409 -0.36338053 -3.24888462 6.66098808
9030.57567871 -2.86353108 -0.22122012 -3.08475119 6.65561012
9030.68855412 0.08517787 -0.09373417 -0.00855630 6.65098101
9030.80142953 2.94682887 0.01212359 2.95895246 6.64859246
9030.91430494 2.79660756 0.09203968 2.88864725 6.64959420
9031.02718035 -0.21194900 0.14436483 -0.06758417 6.65440375
9031.14005576 -3.00387836 0.16976652 -2.83411184 6.66257213
9031.25293118 -2.72562670 0.17061373 -2.55501297 6.67293549
9031.36580659 0.33841264 0.15022791 0.48864055 6.68395344
9031.47868200 3.05656978 0.11213732 3.16870710 6.69406069
9031.59155741 2.65069146 0.05945432 2.71014578 6.70186788
9031.70443282 -0.46438531 -0.00553814 -0.46992345 6.70612158
9031.81730823 -3.10482669 -0.08154450 -3.18637119 6.70542986
9031.93018364 -2.57191057 -0.16815335 -2.74006391 6.69784639
