# phase rv_planetb(m/s) eRV(m/s)  eRV_with_jitter(m/s)  residuals(m/s)   instrument
0.76789407  3.21305234  2.43000000  2.46094511  -0.23655677  0
0.73959308  5.07357655  4.91000000  4.92538839  1.60960340  0
0.61913205  1.74333996  2.14000000  2.17507490  -0.61864779  0
0.61342523  1.41765063  2.81000000  2.83680292  -0.85161967  0
0.10862903  -0.59016401  1.78000000  1.82201833  1.59892177  0
0.59396941  0.09160516  2.13000000  2.16523689  -1.84039055  0
0.60769053  1.64255809  2.63000000  2.65861821  -0.53060468  0
0.10005486  -3.46482844  3.71000000  3.73034192  -1.42399131  0
0.58434912  2.65544430  1.84000000  1.88067828  0.90120300  0
0.07253900  0.36294341  3.26000000  3.28313125  1.89028196  0
0.02944288  -2.81080851  2.46000000  2.49057239  -2.17297188  0
0.98547798  1.09069309  1.95000000  1.98842923  0.77366853  0
0.42105296  -0.64486042  1.90000000  1.93942023  1.00798644  0
0.98858845  -0.38910377  1.82000000  1.86111547  -0.63850900  0
0.46625134  0.31807388  2.61000000  2.63883512  1.04938016  0
0.86297045  2.07249411  1.83000000  1.87089572  -0.56099740  0
0.42106298  -1.48335463  1.81000000  1.85133757  0.16929190  0
0.91238119  3.77206579  2.80000000  2.82689774  1.95543204  0
0.84669090  4.56527570  3.33000000  3.35264833  1.71460612  0
0.03911779  -1.65186257  2.91000000  2.93589012  -0.80787986  0
0.18931068  -2.73385408  1.66000000  1.70497824  0.48798515  0
0.30468273  -3.45395856  2.93000000  2.95571494  -0.18517271  0
0.46175011  -0.76133150  1.91000000  1.94921800  0.06563509  0
0.64296858  2.49799128  1.54000000  1.58837993  -0.21717059  0
0.75789229  2.63117433  1.65000000  1.69524358  -0.83603446  0
0.90703906  -0.58426890  1.72000000  1.76344856  -2.49914733  0
0.13368901  -3.51475259  2.80000000  2.82689774  -0.93024992  0
0.22649476  -3.91313138  2.78000000  2.80708938  -0.47958276  0
0.31690939  -3.61800794  3.00000000  3.02511997  -0.44856059  0
0.41106015  0.34933222  2.59000000  2.61905533  2.19044999  0
0.63053671  5.03977563  2.74000000  2.76748095  2.50167971  0
0.60791465  2.19504297  2.91000000  2.93589012  0.01803856  0
0.73359845  4.05158396  1.98000000  2.01785798  0.59863103  0
0.93738321  1.76017338  2.12000000  2.15540038  0.42871762  0
0.09370337  -1.97538431  2.86000000  2.88633865  -0.04817628  0
0.93048083  -0.43274362  2.95000000  2.97554210  -1.90194102  0
0.06737305  -3.62428338  2.48000000  2.51032883  -2.19888907  0
0.20052913  -4.78332995  2.76000000  2.78728377  -1.47845587  0
0.35699873  -5.38096079  3.95000000  3.96911209  -2.66448971  0
0.39310547  -4.04665591  2.30000000  2.33267032  -1.88594503  0
0.23786266  -2.67672898  1.78000000  1.82201833  0.78457041  0
0.39776951  -2.66782896  1.97000000  2.00804652  -0.58765795  0
0.49410285  1.81114940  1.74000000  1.78296125  1.94043421  0
0.86526675  3.20646131  2.40000000  2.43132697  0.60589083  0
0.99931951  -0.92649249  2.05000000  2.08658832  -0.94202205  0
0.53487363  0.68119183  1.76000000  1.80248462  -0.07271994  0
0.71555343  3.22887519  1.73000000  1.77320354  -0.16142825  0
0.45294953  -0.69568069  1.60000000  1.64661799  0.31634203  0
0.65245948  3.27875471  1.61000000  1.65633656  0.43949760  0
0.78789182  4.16093305  3.26000000  3.28313125  0.78725272  0
0.92328958  5.11168876  3.97000000  3.98901627  3.50193574  0
0.10665940  -2.62452126  1.63000000  1.67578364  -0.46889987  0
0.25490949  -1.64341844  2.18000000  2.21444142  1.82639252  0
0.80295794  3.80529413  2.99000000  3.01520328  0.52404175  0
0.98498275  -0.16236881  3.03000000  3.05487329  -0.49010966  0
0.51606735  2.16855262  1.94800000  1.97493667  1.81935625  1
0.64900823  2.96043072  1.49500000  1.52993328  0.16514130  1
0.95027046  1.30885746  1.27900000  1.31966354  0.24110496  1
0.07803753  0.16372835  1.26100000  1.30222573  1.79788764  1
0.18616295  -2.16986768  1.49000000  1.52504782  1.02579430  1
0.39488540  -1.60515463  1.80300000  1.83206983  0.52501297  1
0.53116490  1.75571298  1.34200000  1.38080949  1.08093745  1
0.65243706  3.84301899  2.00700000  2.03315515  1.00403002  1
0.84938170  2.74103054  2.14800000  2.17245825  -0.07571646  1
0.96691473  2.70486892  1.51500000  1.54948245  1.98776294  1
0.09733745  -1.02447284  1.43300000  1.46940799  0.96818197  1
0.24761851  -3.17254895  2.03400000  2.05981233  0.29849406  1
0.27557149  -2.71525333  2.26200000  2.28523847  0.71158238  1
0.61392393  3.01240902  1.52100000  1.55534943  0.73485912  1
0.73470143  4.97861986  1.94500000  1.97197765  1.52326694  1
0.16905394  -1.80948415  1.11500000  1.16141976  1.22224793  1
0.51606735  0.79126317  1.19300000  1.20817420  0.44206679  2
0.64900823  1.58314126  0.95900000  0.97781230  -1.21214816  2
0.95027046  -0.06843200  0.82300000  0.84484608  -1.13618449  2
0.07803753  -1.21356111  0.82300000  0.84484608  0.42059819  2
0.18616295  -3.54715714  0.90400000  0.92393284  -0.35149516  2
0.39488540  -2.98244409  1.08900000  1.10560251  -0.85227648  2
0.53116490  0.37842352  0.85200000  0.87312078  -0.29635201  2
0.65243706  2.46572954  1.21300000  1.22792707  -0.37325944  2
0.84938170  1.36374108  1.25900000  1.27338796  -1.45300592  2
0.96691473  1.32757946  0.93500000  0.95428554  0.61047349  2
0.09733745  -2.40176229  0.88200000  0.90241892  -0.40910749  2
0.24761851  -4.54983840  1.08800000  1.10461754  -1.07879539  2
0.27557149  -4.09254279  1.10000000  1.11643894  -0.66570707  2
0.36871948  -1.82025191  1.62600000  1.63716581  0.72980513  2
0.61392393  1.63511956  0.90100000  0.92099777  -0.64243034  2
0.73470143  3.60133040  1.04700000  1.06425791  0.14597748  2
0.16905394  -3.18677361  0.64700000  0.67457016  -0.15504152  2
0.34525115  -3.01502131  1.18000000  1.59572633  -0.14673984  3
0.95110553  0.41709643  1.37100000  1.74171856  -0.63301675  3
0.52462652  0.90487216  1.76500000  2.06619639  0.37021145  3
0.58518591  0.88167924  1.38200000  1.75039039  -0.88862028  3
0.64419956  2.27608316  1.02500000  1.48477861  -0.45594985  3
0.93334918  1.86271799  1.28200000  1.67256286  0.45076309  3
0.36591134  -4.08113271  1.28800000  1.67716622  -1.49013006  3
0.43359079  -1.79881507  1.07900000  1.52255822  -0.39167696  3
0.63922353  2.28990254  1.53900000  1.87682272  -0.37384625  3
0.72596777  3.58707942  1.40800000  1.77099027  0.15518893  3
0.34525115  -2.25953022  0.76300000  1.77852540  0.60875125  4
0.95110553  1.17258752  0.79000000  1.79027473  0.12247434  4
0.52462652  1.66036325  0.97300000  1.87822059  1.12570254  4
0.58518591  1.63717033  0.84000000  1.81289371  -0.13312919  4
0.64419956  3.03157425  0.64800000  1.73230702  0.29954124  4
0.93334918  2.61820908  0.72600000  1.76296897  1.20625418  4
0.36591134  -3.32564162  0.63700000  1.72822238  -0.73463897  4
0.43359079  -1.04332398  0.61700000  1.72095107  0.36381413  4
0.63922353  3.04539363  0.91000000  1.84637038  0.38164484  4
0.72596777  4.34257051  0.78700000  1.78895293  0.91068002  4
0.96177971  2.11095684  3.27190000  3.28429810  1.28459986  5
0.97784661  2.28498303  3.66450000  3.67557405  1.80262820  5
0.48372433  -0.73568718  3.10730000  3.12035217  -0.38059454  5
0.49982710  -0.66788241  3.17350000  3.18628100  -0.66339656  5
0.51600459  -0.60293504  3.15310000  3.16596336  -0.95072354  5
0.32909459  -1.52717410  3.89150000  3.90192986  1.52466559  5
0.34517644  -1.52449439  3.62250000  3.63370205  1.34488949  5
0.18600140  -2.82667750  3.80400000  3.81466910  0.36759787  5
0.20200852  -2.80349916  3.82120000  3.83182121  0.51110940  5
0.31244438  -2.74493581  3.84400000  3.85455839  0.46298343  5
0.32840667  -2.75096934  3.81180000  3.82244733  0.30799118  5
0.89896033  2.57723985  3.73350000  3.74436999  0.51794817  5
0.91492561  2.47665593  5.11920000  5.12713302  0.70758860  5
0.03039779  -0.37632531  3.06070000  3.07395004  0.28203587  5
0.05162804  -0.48445168  3.45600000  3.46773995  0.62137777  5
0.07286128  -0.58793356  3.05330000  3.06658202  0.94577484  5
0.28695929  -3.97555039  3.18190000  3.19464740  -0.59714085  5
0.30294101  -3.81741802  3.17760000  3.19036458  -0.53605289  5
0.39166689  -2.91815714  3.12580000  3.13877524  -0.73300388  5
0.40763068  -2.75325206  3.08280000  3.09595546  -0.84918761  5
0.63154860  3.01324904  4.10090000  4.11079861  0.46008527  5
0.64750790  2.89305481  4.07770000  4.08765479  0.11725654  5
0.66347169  2.77174421  4.07780000  4.08775454  -0.19885156  5
0.67943099  2.64947197  4.23370000  4.24328883  -0.48601787  5
0.69539776  2.52623358  3.76770000  3.77847160  -0.74270385  5
0.71138546  2.40201103  4.03720000  4.04725440  -0.96761095  5
0.54134820  1.05370012  3.98700000  3.99718068  0.16252023  5
0.55730750  1.11046655  3.77920000  3.78993892  -0.11210673  5
0.57329370  1.16398028  3.76390000  3.77468245  -0.37822925  5
0.67688494  4.24756306  3.76070000  3.77149160  1.13630588  5
0.69285172  4.27526264  3.80410000  3.81476882  1.02543185  5
0.88058952  2.11245345  4.88470000  4.89301323  -0.25496203  5
0.89339403  2.07124252  4.59520000  4.60403599  -0.08446953  5
0.90619703  2.02795804  4.68460000  4.69326768  0.09786806  5
0.91902545  1.98252385  5.29070000  5.29837625  0.29102308  5
