9022.67440000 -2.28275046 2.20745581 -0.07529466 12.32470043
9022.78727541 1.67131271 2.18490787 3.85622058 12.33497196
9022.90015082 2.39161413 2.16154935 4.55316348 12.34439549
9023.01302623 0.47690072 2.13736855 2.61426927 12.35294877
9023.12590164 -0.76670009 2.11235195 1.34565186 12.36061171
9023.23877705 1.19466202 2.08648482 3.28114685 12.36736632
9023.35165246 5.43866123 2.05975182 7.49841306 12.37319672
9023.46452787 8.44880668 2.03213764 10.48094431 12.37808901
9023.57740328 7.64733983 2.00362764 9.65096747 12.38203125
9023.69027869 3.99270737 1.97420855 5.96691592 12.38501332
9023.80315410 0.98957825 1.94386909 2.93344734 12.38702683
9023.91602951 1.12401208 1.91260063 3.03661271 12.38806495
9024.02890492 3.36600941 1.88039778 5.24640719 12.38812231
9024.14178033 4.28877477 1.84725903 6.13603380 12.38719477
9024.25465574 1.65576700 1.81318726 3.46895426 12.38527924
9024.36753115 -3.19699149 1.77819026 -1.41880123 12.38237348
9024.48040656 -6.62542199 1.74228119 -4.88314080 12.37847587
9024.59328197 -6.30382496 1.70547895 -4.59834601 12.37358517
9024.70615738 -3.51407815 1.66780856 -1.84626959 12.36770022
9024.81903279 -1.76442030 1.62930134 -0.13511896 12.36081973
9024.93190820 -3.15481742 1.58999516 -1.56482226 12.35294198
9025.04478361 -6.20741584 1.54993454 -4.65748130 12.34406453
9025.15765902 -7.38124528 1.50917066 -5.87207462 12.33418392
9025.27053443 -4.72272202 1.46776132 -3.25496070 12.32329544
9025.38340984 0.08146104 1.42577083 1.50723188 12.31139282
9025.49628525 3.35144546 1.38326982 4.73471528 12.29846798
9025.60916067 3.08357952 1.34033494 4.42391446 12.28451075
9025.72203608 0.89852706 1.29704854 2.19557561 12.26950870
9025.83491149 0.28444284 1.25349829 1.53794113 12.25344689
9025.94778690 2.93829710 1.20977667 4.14807377 12.23630774
9026.06066231 6.95174792 1.16598051 8.11772842 12.21807084
9026.17353772 8.70166976 1.12221041 9.82388017 12.19871287
9026.28641313 6.51755047 1.07857016 7.59612062 12.17820756
9026.39928854 2.38007609 1.03516612 3.41524221 12.15652561
