# phase rv_planetc(m/s) eRV(m/s)  eRV_with_jitter(m/s)  residuals(m/s)   instrument
0.55593537  1.56772566  2.43000000  2.46094511  -0.23655677  0
0.09896684  -1.44333597  4.91000000  4.92538839  1.60960340  0
0.59473382  2.31993615  2.14000000  2.17507490  -0.61864779  0
0.36843133  -4.70709693  2.81000000  2.83680292  -0.85161967  0
0.75477808  6.83734297  1.78000000  1.82201833  1.59892177  0
0.13857621  -5.84850160  2.13000000  2.16523689  -1.84039055  0
0.91729371  2.07180180  2.63000000  2.65861821  -0.53060468  0
0.30290677  -6.37783511  3.71000000  3.73034192  -1.42399131  0
0.68643460  5.72956190  1.84000000  1.88067828  0.90120300  0
0.94682947  3.60864153  3.26000000  3.28313125  1.89028196  0
0.48603802  -2.63203113  2.46000000  2.49057239  -2.17297188  0
0.24984999  -4.46711490  1.95000000  1.98842923  0.77366853  0
0.62078921  4.61452682  1.90000000  1.93942023  1.00798644  0
0.02582580  -1.48529840  1.82000000  1.86111547  -0.63850900  0
0.95798432  2.41679020  2.61000000  2.63883512  1.04938016  0
0.31888354  -5.31849360  1.83000000  1.87089572  -0.56099740  0
0.49665225  0.05917046  1.81000000  1.85133757  0.16929190  0
0.88199500  5.49474806  2.80000000  2.82689774  1.95543204  0
0.19053751  -3.16468132  3.33000000  3.35264833  1.71460612  0
0.49864953  -0.85223806  2.91000000  2.93589012  -0.80787986  0
0.53745797  1.71018424  1.66000000  1.70497824  0.48798515  0
0.56726904  1.96465304  2.93000000  2.95571494  -0.18517271  0
0.60785379  3.35156792  1.91000000  1.94921800  0.06563509  0
0.91306965  2.50502616  1.54000000  1.58837993  -0.21717059  0
0.94276487  1.00818607  1.65000000  1.69524358  -0.83603446  0
0.98130301  -1.88500277  1.72000000  1.76344856  -2.49914733  0
0.29825794  -5.93192749  2.80000000  2.82689774  -0.93024992  0
0.32223809  -5.18969182  2.78000000  2.80708938  -0.47958276  0
0.34560038  -4.77190645  3.00000000  3.02511997  -0.44856059  0
0.36992807  -1.63146319  2.59000000  2.61905533  2.19044999  0
0.68502946  7.31186457  2.74000000  2.76748095  2.50167971  0
0.22952831  -5.17946693  2.91000000  2.93589012  0.01803856  0
0.26200384  -4.62724698  1.98000000  2.01785798  0.59863103  0
0.57305062  2.75071488  2.12000000  2.15540038  0.42871762  0
0.61344230  3.37906227  2.86000000  2.88633865  -0.04817628  0
0.34643920  -6.20961332  2.95000000  2.97554210  -1.90194102  0
0.38181088  -5.74266981  2.48000000  2.51032883  -2.19888907  0
0.41621717  -4.11155781  2.76000000  2.78728377  -1.47845587  0
0.45664746  -4.07433990  3.95000000  3.96911209  -2.66448971  0
0.72436780  3.28703882  2.30000000  2.33267032  -1.88594503  0
0.20103590  -4.21018295  1.78000000  1.82201833  0.78457041  0
0.24235434  -5.82240307  1.97000000  2.00804652  -0.58765795  0
0.52563668  2.78108778  1.74000000  1.78296125  1.94043421  0
0.87993267  4.19498706  2.40000000  2.43132697  0.60589083  0
0.91457066  1.73781476  2.05000000  2.08658832  -0.94202205  0
0.31134356  -4.92897568  1.76000000  1.80248462  -0.07271994  0
0.35802954  -4.24049889  1.73000000  1.77320354  -0.16142825  0
