# period  BIC_array
6.760363413050378689e-01 -9.452998301367415479e+00
6.761910316172264901e-01 -9.464960215814585354e+00
6.763457927379439294e-01 -9.401621475856359211e+00
6.765006247158197317e-01 -9.344117245635970903e+00
6.766555275995274066e-01 -9.399066025478418851e+00
6.768105014377859829e-01 -9.377126104145190766e+00
6.769655462793581213e-01 -9.025378420519814426e+00
6.771206621730520014e-01 -8.630656727937434880e+00
6.772758491677201009e-01 -8.651354411461966265e+00
6.774311073122596394e-01 -8.836693516274294780e+00
6.775864366556131335e-01 -8.722328498560159460e+00
6.777418372467675090e-01 -8.461326570506457756e+00
6.778973091347549884e-01 -8.562952627873414713e+00
6.780528523686525366e-01 -8.699211277003769283e+00
6.782084669975821933e-01 -8.200188961273170207e+00
6.783641530707115175e-01 -7.429146120902032635e+00
6.785199106372525879e-01 -7.448766127460203279e+00
6.786757397464631136e-01 -7.921276441937266100e+00
6.788316404476461008e-01 -7.897734043410878257e+00
6.789876127901492975e-01 -7.386060267698553616e+00
6.791436568233668591e-01 -7.485839310652522727e+00
6.792997725967372391e-01 -7.839958500028728849e+00
6.794559601597451870e-01 -7.261142191596150042e+00
6.796122195619205275e-01 -6.174453211447485046e+00
6.797685508528384934e-01 -6.223446019255106876e+00
6.799249540821207249e-01 -7.050789319089290075e+00
6.800814292994338262e-01 -7.205728602874955868e+00
6.802379765544902535e-01 -6.608516994224260088e+00
6.803945958970485375e-01 -6.822043906837620852e+00
6.805512873769126170e-01 -7.378750846980437927e+00
6.807080510439328380e-01 -6.950604769802225746e+00
6.808648869480049548e-01 -6.102375457774087408e+00
6.810217951390711288e-01 -6.417819157758231086e+00
6.811787756671194849e-01 -7.444527439045486972e+00
6.813358285821837779e-01 -7.834512081401953765e+00
6.814929539343448361e-01 -7.731906348905795312e+00
6.816501517737288962e-01 -8.026958215126342111e+00
6.818074221505086019e-01 -8.407184601920903333e+00
6.819647651149033374e-01 -8.340658620982935645e+00
6.821221807171783391e-01 -8.209292328504716352e+00
6.822796690076456949e-01 -8.506034926444954181e+00
6.824372300366634558e-01 -9.005154977671395500e+00
6.825948638546367464e-01 -9.305938484751663964e+00
6.827525705120168764e-01 -9.436144214850401113e+00
6.829103500593021181e-01 -9.539433355519349789e+00
6.830682025470371510e-01 -9.613451952241575782e+00
6.832261280258135061e-01 -9.629269691365948347e+00
6.833841265462694547e-01 -9.621534868941921559e+00
6.835421981590903417e-01 -9.625850720923835979e+00
6.837003429150080303e-01 -9.648017961832238143e+00
6.838585608648019010e-01 -9.680933096318881326e+00
6.840168520592975199e-01 -9.710157955637441773e+00
6.841752165493685256e-01 -9.709659023958806756e+00
6.843336543859349641e-01 -9.655269359320982403e+00
6.844921656199641768e-01 -9.542148247020463714e+00
6.846507503024710228e-01 -9.372020735281694215e+00
6.848094084845171015e-01 -9.154359006371919349e+00
6.849681402172121958e-01 -8.954808513007037618e+00
6.851269455517127183e-01 -8.862541614440260673e+00
6.852858245392228209e-01 -8.871715890255359227e+00
6.854447772309942843e-01 -8.900816597961124899e+00
6.856038036783260736e-01 -8.885880688896349966e+00
6.857629039325653375e-01 -8.769042318892957155e+00
6.859220780451064092e-01 -8.533972149783608074e+00
6.860813260673914726e-01 -8.312634771155671842e+00
6.862406480509107842e-01 -8.263520934320922606e+00
6.864000440472018960e-01 -8.335204458286170848e+00
6.865595141078508767e-01 -8.400804151574334355e+00
6.867190582844910907e-01 -8.487341131865036914e+00
6.868786766288045298e-01 -8.602721682619176136e+00
6.870383691925209257e-01 -8.584636487327884424e+00
6.871981360274178607e-01 -8.405776264555584021e+00
6.873579771853218778e-01 -8.314370053190941690e+00
6.875178927181069266e-01 -8.453451435605074948e+00
6.876778826776956954e-01 -8.650800164221777777e+00
6.878379471160592784e-01 -8.763694382873609356e+00
6.879980860852165092e-01 -8.878980767189773360e+00
6.881582996372357375e-01 -9.031437312359912539e+00
6.883185878242329414e-01 -9.091076578637057537e+00
6.884789506983729490e-01 -9.042960255445677831e+00
6.886393883118694381e-01 -9.047981763525513088e+00
6.887999007169841592e-01 -9.183536619302685722e+00
6.889604879660286008e-01 -9.353750707996482561e+00
6.891211501113619908e-01 -9.461389193969125699e+00
6.892818872053930734e-01 -9.532683125124549406e+00
6.894426993005793314e-01 -9.602042196342154057e+00
6.896035864494269862e-01 -9.645169418438854336e+00
6.897645487044917756e-01 -9.650010299425844096e+00
6.899255861183778427e-01 -9.652952498400964032e+00
6.900866987437390687e-01 -9.685467205890290643e+00
6.902478866332784069e-01 -9.740979421568340513e+00
6.904091498397476601e-01 -9.789960481246566815e+00
6.905704884159485912e-01 -9.813564252631749696e+00
6.907319024147317021e-01 -9.813085606934805583e+00
6.908933918889973436e-01 -9.797725772209105344e+00
6.910549568916951602e-01 -9.773215416570337766e+00
6.912165974758243125e-01 -9.740167875549104792e+00
6.913783136944339214e-01 -9.702533771131470530e+00
6.915401056006219571e-01 -9.678074674822596535e+00
6.917019732475371274e-01 -9.685363551812656624e+00
6.918639166883769898e-01 -9.711475505478233572e+00
6.920259359763896168e-01 -9.717102308019775592e+00
6.921880311648728190e-01 -9.681723644938870166e+00
6.923502023071737010e-01 -9.625109112562768132e+00
6.925124494566905486e-01 -9.581241084157113619e+00
6.926747726668706084e-01 -9.568243936400108396e+00
6.928371719912118643e-01 -9.585939277323745955e+00
6.929996474832625930e-01 -9.629111117541810927e+00
6.931621991966204765e-01 -9.684113422996006193e+00
6.933248271849346001e-01 -9.719999841111302885e+00
6.934875315019036757e-01 -9.710129199898460683e+00
6.936503122012770417e-01 -9.666184955688891023e+00
6.938131693368546626e-01 -9.632553398790832944e+00
6.939761029624864630e-01 -9.646082007218637955e+00
6.941391131320739927e-01 -9.700633014972368073e+00
6.943021998995684285e-01 -9.761975161522173039e+00
6.944653633189721287e-01 -9.807614772758370236e+00
6.946286034443385216e-01 -9.831183438119978746e+00
6.947919203297709956e-01 -9.826418059756406365e+00
6.949553140294247866e-01 -9.786075030105166661e+00
6.951187845975055346e-01 -9.711065941666561230e+00
6.952823320882700608e-01 -9.624578106073272465e+00
6.954459565560263679e-01 -9.575630803345802633e+00
6.956096580551329733e-01 -9.593204402423907595e+00
6.957734366400006865e-01 -9.637233953819531962e+00
6.959372923650906095e-01 -9.641607324432925452e+00
6.961012252849155812e-01 -9.592600709831458516e+00
6.962652354540397326e-01 -9.507285368994530472e+00
6.964293229270784868e-01 -9.332616121570140422e+00
6.965934877586992258e-01 -9.031796504070143783e+00
6.967577300036204013e-01 -8.787990792255186534e+00
6.969220497166122019e-01 -8.854084527268696547e+00
6.970864469524967744e-01 -9.087013597350392047e+00
6.972509217661474468e-01 -9.184434056355712528e+00
6.974154742124901718e-01 -9.145802795091299231e+00
6.975801043465018614e-01 -9.108729823520093305e+00
6.977448122232118299e-01 -8.987692139634418709e+00
6.979095978977014614e-01 -8.722591655144924516e+00
6.980744614251038760e-01 -8.585825496660845602e+00
6.982394028606047076e-01 -8.825917160367907854e+00
6.984044222594413265e-01 -9.207114272078797512e+00
6.985695196769036164e-01 -9.423521886970092964e+00
6.987346951683335305e-01 -9.494631464304120527e+00
6.988999487891256468e-01 -9.507129754430138746e+00
6.990652805947268345e-01 -9.445620410881815587e+00
6.992306906406361433e-01 -9.359256786185710553e+00
6.993961789824059139e-01 -9.374227459924895811e+00
6.995617456756403341e-01 -9.524061266619128219e+00
6.997273907759965494e-01 -9.711866138020354811e+00
6.998931143391846632e-01 -9.841690012568392376e+00
7.000589164209668480e-01 -9.899467809493444292e+00
7.002247970771591223e-01 -9.907840722777450537e+00
7.003907563636296851e-01 -9.881080388390728331e+00
7.005567943363000261e-01 -9.809626460592312469e+00
7.007229110511444814e-01 -9.670666338070759593e+00
7.008891065641905671e-01 -9.473375095577125649e+00
7.010553809315193119e-01 -9.316934470526689438e+00
7.012217342092642580e-01 -9.322448404981400927e+00
7.013881664536129046e-01 -9.448724764939697707e+00
7.015546777208059304e-01 -9.530208291160192857e+00
7.017212680671368608e-01 -9.470792932235326589e+00
7.018879375489537331e-01 -9.247228916705125812e+00
7.020546862226574314e-01 -8.801705852623513238e+00
7.022215141447023523e-01 -8.240824640365417508e+00
7.023884213715972935e-01 -7.975061918507435621e+00
7.025554079599037882e-01 -8.175361750540673711e+00
7.027224739662381037e-01 -8.480214005427114898e+00
7.028896194472697978e-01 -8.601633750719884119e+00
7.030568444597226074e-01 -8.573688598919602555e+00
7.032241490603742262e-01 -8.279440198107295146e+00
7.033915333060560826e-01 -7.591212265378430857e+00
7.035589972536543391e-01 -6.977396810181062392e+00
7.037265409601088928e-01 -7.058017519179770716e+00
7.038941644824139310e-01 -7.612450322319887164e+00
7.040618678776182637e-01 -8.016718292472546636e+00
7.042296512028245470e-01 -8.256796991575583888e+00
7.043975145151905037e-01 -8.405859130077033115e+00
7.045654578719278138e-01 -8.113195591319140476e+00
7.047334813303031131e-01 -7.474759639113813137e+00
7.049015849476376605e-01 -7.232046406781819314e+00
7.050697687813067827e-01 -7.692733503392787497e+00
7.052380328887417615e-01 -8.293640939410465762e+00
7.054063773274276139e-01 -8.658994146521877155e+00
7.055748021549048676e-01 -8.945103343316191058e+00
7.057433074287687846e-01 -9.025536704972410007e+00
7.059118932066695828e-01 -8.670641092159144137e+00
7.060805595463131024e-01 -8.290262070875883182e+00
7.062493065054595842e-01 -8.400322371239440145e+00
7.064181341419250026e-01 -8.862773610547947101e+00
7.065870425135803989e-01 -9.260646769120512545e+00
7.067560316783524366e-01 -9.519200719406171629e+00
7.069251016942231791e-01 -9.669219812318601726e+00
7.070942526192295352e-01 -9.583302971927764702e+00
7.072634845114650348e-01 -9.329552224926260351e+00
7.074327974290780530e-01 -9.236536078010544770e+00
7.076021914302728089e-01 -9.412774977648609820e+00
7.077716665733096990e-01 -9.660693659525691146e+00
7.079412229165041870e-01 -9.839090502225985801e+00
7.081108605182284688e-01 -9.919442084463753417e+00
7.082805794369100294e-01 -9.888554763375850598e+00
7.084503797310327533e-01 -9.800160891516156880e+00
7.086202614591367022e-01 -9.761332499696436571e+00
7.087902246798174488e-01 -9.803944595361031134e+00
7.089602694517277426e-01 -9.871357394674419083e+00
7.091303958335759550e-01 -9.896760198541642239e+00
7.093006038841270788e-01 -9.856004925777256176e+00
7.094708936622025064e-01 -9.783787419244390549e+00
7.096412652266799181e-01 -9.764926537497331083e+00
7.098117186364940601e-01 -9.820402200886746868e+00
7.099822539506357444e-01 -9.892245425408987103e+00
7.101528712281528488e-01 -9.923626793994912987e+00
7.103235705281500945e-01 -9.867742881771619068e+00
7.104943519097886018e-01 -9.720483277393100252e+00
7.106652154322868897e-01 -9.587570158019161681e+00
7.108361611549202097e-01 -9.583372821870284497e+00
7.110071891370207675e-01 -9.688897101252109678e+00
7.111782994379782785e-01 -9.803620608204937525e+00
7.113494921172390795e-01 -9.878453555502801464e+00
7.115207672343072387e-01 -9.851679704767548174e+00
7.116921248487438900e-01 -9.692732922202253576e+00
7.118635650201676768e-01 -9.552076973974067187e+00
7.120350878082547519e-01 -9.563509421613389350e+00
7.122066932727384447e-01 -9.676117702569626999e+00
7.123783814734102604e-01 -9.794575756649351206e+00
7.125501524701187694e-01 -9.879963172743828181e+00
7.127220063227707181e-01 -9.874398375687860607e+00
7.128939430913305841e-01 -9.743277965297806986e+00
7.130659628358203550e-01 -9.616000802937151093e+00
7.132380656163206378e-01 -9.633869689213042875e+00
7.134102514929694383e-01 -9.732899788452755274e+00
7.135825205259631598e-01 -9.829626541725929201e+00
7.137548727755562705e-01 -9.895380386010060647e+00
7.139273083020614141e-01 -9.860832998926639448e+00
7.140998271658498542e-01 -9.731213092178222723e+00
7.142724294273505858e-01 -9.635195469690529535e+00
7.144451151470517791e-01 -9.654088714799968329e+00
7.146178843854994467e-01 -9.725427527851138620e+00
7.147907372032987761e-01 -9.797170135915280298e+00
7.149636736611133525e-01 -9.858373264059423491e+00
7.151366938196652701e-01 -9.829995979313366661e+00
7.153097977397355756e-01 -9.696501042314480401e+00
7.154829854821642687e-01 -9.599955372493695904e+00
7.156562571078503021e-01 -9.622759835234433012e+00
7.158296126777516921e-01 -9.693493104971025787e+00
7.160030522528848529e-01 -9.757613874067601500e+00
7.161765758943265947e-01 -9.829000012167512068e+00
7.163501836632117925e-01 -9.870779660376342690e+00
7.165238756207351623e-01 -9.828802276929309301e+00
7.166976518281508168e-01 -9.744391927030847000e+00
7.168715123467718220e-01 -9.713359378189011295e+00
7.170454572379717506e-01 -9.748208368131372481e+00
7.172194865631824623e-01 -9.794735150716292083e+00
7.173936003838965458e-01 -9.832257839923045140e+00
7.175677987616658760e-01 -9.868838051766033459e+00
7.177420817581018353e-01 -9.893968893952887811e+00
7.179164494348764247e-01 -9.886148005046379694e+00
7.180909018537208199e-01 -9.832681409606152556e+00
7.182654390764267038e-01 -9.771905232877543312e+00
7.184400611648458224e-01 -9.750549635596939879e+00
7.186147681808894294e-01 -9.761969567278015347e+00
7.187895601865302853e-01 -9.769476018957334418e+00
7.189644372438002140e-01 -9.770771698554995055e+00
7.191393994147921020e-01 -9.792548000308670453e+00
7.193144467616592319e-01 -9.804484253155010265e+00
7.194895793466148382e-01 -9.741081777546469311e+00
7.196647972319338837e-01 -9.632211545345853665e+00
7.198401004799508396e-01 -9.592815361316525014e+00
7.200154891530616830e-01 -9.619649418827634690e+00
7.201909633137230093e-01 -9.620441082645015740e+00
7.203665230244519213e-01 -9.603653930150585438e+00
7.205421683478273609e-01 -9.644538865495860591e+00
7.207178993464884442e-01 -9.694647058548412133e+00
7.208937160831359048e-01 -9.660670855609851060e+00
7.210696186205316494e-01 -9.588201101938466309e+00
7.212456070214983139e-01 -9.585497206045715757e+00
7.214216813489209290e-01 -9.628408575495768673e+00
7.215978416657449213e-01 -9.637920524318360549e+00
7.217740880349777788e-01 -9.642423723735987551e+00
7.219504205196883850e-01 -9.696943440694894889e+00
7.221268391830072408e-01 -9.757069656309909078e+00
7.223033440881267975e-01 -9.767104533251085741e+00
7.224799352983009015e-01 -9.755094072192378007e+00
7.226566128768456831e-01 -9.763440791535231256e+00
7.228333768871388898e-01 -9.779763125538465829e+00
7.230102273926205525e-01 -9.784061612510413397e+00
7.231871644567928747e-01 -9.795355201885740826e+00
7.233641881432196774e-01 -9.830380660959463057e+00
7.235412985155276200e-01 -9.867802643405411800e+00
7.237184956374054234e-01 -9.881238997209152330e+00
7.238957795726044253e-01 -9.877035072335388577e+00
7.240731503849382467e-01 -9.869847265911062095e+00
7.242506081382827920e-01 -9.862215798665602051e+00
7.244281528965774708e-01 -9.856880653968232764e+00
7.246057847238235317e-01 -9.864119700576338801e+00
7.247835036840852840e-01 -9.886984188928408912e+00
7.249613098414903201e-01 -9.910928317273828725e+00
7.251392032602282933e-01 -9.919585805566384806e+00
7.253171840045528063e-01 -9.913978450059971692e+00
7.254952521387800779e-01 -9.903672477678014729e+00
7.256734077272893879e-01 -9.895062986022935547e+00
7.258516508345237428e-01 -9.892237752940218343e+00
7.260299815249888766e-01 -9.896214430399140838e+00
7.262083998632545834e-01 -9.903870181352544932e+00
7.263869059139536066e-01 -9.911388282259508742e+00
7.265654997417824168e-01 -9.917759391395179591e+00
7.267441814115013221e-01 -9.922598822648978967e+00
7.269229509879339135e-01 -9.924481565599307942e+00
7.271018085359683969e-01 -9.919930969928941522e+00
7.272807541205557058e-01 -9.903689189114629698e+00
7.274597878067117218e-01 -9.875531368989413750e+00
7.276389096595160533e-01 -9.843588486377370828e+00
7.278181197441118133e-01 -9.821144732251696041e+00
7.279974181257076182e-01 -9.833008478299120725e+00
7.281768048695750339e-01 -9.881441251982209906e+00
7.283562800410505744e-01 -9.904740921019765665e+00
7.285358437055354797e-01 -9.853303040995683659e+00
7.287154959284947164e-01 -9.758641420452249804e+00
7.288952367754587547e-01 -9.666335936436098564e+00
7.290750663120217911e-01 -9.567953530617160141e+00
7.292549846038435257e-01 -9.516735623078375284e+00
7.294349917166482733e-01 -9.614512218239497088e+00
7.296150877162247417e-01 -9.737425417041322362e+00
7.297952726684276969e-01 -9.636647886696096066e+00
7.299755466391759651e-01 -9.376407646212783220e+00
7.301559096944538751e-01 -9.184138366816910093e+00
7.303363619003112595e-01 -8.998573016229101995e+00
7.305169033228627873e-01 -8.775556907759323622e+00
7.306975340282889642e-01 -8.835877005432507758e+00
7.308782540828353547e-01 -9.172240123813821810e+00
7.310590635528133596e-01 -9.169286669889288532e+00
7.312399625045999940e-01 -8.660042143617260990e+00
7.314209510046378870e-01 -8.271399990171289573e+00
7.316020291194355041e-01 -8.097623845440807600e+00
7.317831969155671468e-01 -7.760942072433977046e+00
7.319644544596731750e-01 -7.639738848127649362e+00
7.321458018184597849e-01 -8.193105495230724955e+00
7.323272390586996750e-01 -8.691921206109100240e+00
7.325087662472316019e-01 -8.356446586231868423e+00
7.326903834509599367e-01 -7.760568790771912973e+00
7.328720907368567739e-01 -7.574286021703301230e+00
7.330538881719593780e-01 -7.391039435524135115e+00
7.332357758233722933e-01 -7.167878079675801928e+00
7.334177537582664552e-01 -7.633924604540311520e+00
7.335998220438793016e-01 -8.479741231575530946e+00
7.337819807475155498e-01 -8.634484173045734678e+00
7.339642299365461975e-01 -8.134542734469164316e+00
7.341465696784096329e-01 -7.813184377966649663e+00
7.343290000406111906e-01 -7.715744322949717571e+00
7.345115210907229297e-01 -7.602664054550473338e+00
7.346941328963848550e-01 -7.918956656819432283e+00
7.348768355253034734e-01 -8.735808971804658540e+00
7.350596290452532378e-01 -9.210514055133899092e+00
7.352425135240758802e-01 -9.065795124757869416e+00
7.354254890296801905e-01 -8.782457323661219561e+00
7.356085556300434591e-01 -8.597798334482376958e+00
7.357917133932100340e-01 -8.490828356250290199e+00
7.359749623872922086e-01 -8.674982288533215069e+00
7.361583026804702223e-01 -9.198836989997971614e+00
7.363417343409919269e-01 -9.623550818717149014e+00
7.365252574371741190e-01 -9.660781220808758007e+00
7.367088720374005417e-01 -9.501667585083623635e+00
7.368925782101238831e-01 -9.341737701003353322e+00
7.370763760238651097e-01 -9.254468086609108468e+00
7.372602655472130229e-01 -9.346747873822323527e+00
7.374442468488257019e-01 -9.613527106112655929e+00
7.376283199974291716e-01 -9.858811779979305356e+00
7.378124850618181796e-01 -9.909797570317550708e+00
7.379967421108564185e-01 -9.805495155604717183e+00
7.381810912134760816e-01 -9.665641329980303453e+00
7.383655324386787511e-01 -9.591280328527091115e+00
7.385500658555343989e-01 -9.669309266163054417e+00
7.387346915331823860e-01 -9.836382055466287966e+00
7.389194095408311291e-01 -9.923070080962702377e+00
7.391042199477584340e-01 -9.877831119082657096e+00
7.392891228233113843e-01 -9.755689365233138233e+00
7.394741182369062305e-01 -9.628849865212487202e+00
7.396592062580289451e-01 -9.575444230593006978e+00
7.398443869562350006e-01 -9.656250159652017828e+00
7.400296604011498136e-01 -9.823961587506914839e+00
7.402150266624681896e-01 -9.922999023896750259e+00
7.404004858099548780e-01 -9.886296606052610514e+00
7.405860379134446836e-01 -9.778708794269618920e+00
7.407716830428422439e-01 -9.676408883626208990e+00
7.409574212681226957e-01 -9.645013221376643742e+00
7.411432526593308978e-01 -9.703854040544683812e+00
7.413291772865820972e-01 -9.798431463726387847e+00
7.415151952200623731e-01 -9.869286732495652359e+00
7.417013065300276375e-01 -9.881590379524141099e+00
7.418875112868047461e-01 -9.846249121148161976e+00
7.420738095607910534e-01 -9.819783909351258444e+00
7.422602014224545242e-01 -9.851838653195727602e+00
7.424466869423345106e-01 -9.903239186736641386e+00
7.426332661910403088e-01 -9.868627309586941010e+00
7.428199392392530465e-01 -9.742021784975463561e+00
7.430067061577247944e-01 -9.585480024251978648e+00
7.431935670172781228e-01 -9.479761776906798332e+00
7.433805218888080990e-01 -9.522188977056202930e+00
7.435675708432798459e-01 -9.708993873539839115e+00
7.437547139517306505e-01 -9.865078112507603691e+00
7.439419512852695204e-01 -9.797152445535516563e+00
7.441292829150761845e-01 -9.552671691261593878e+00
7.443167089124032021e-01 -9.278163511847310474e+00
7.445042293485740759e-01 -9.036846118716653109e+00
7.446918442949846950e-01 -8.987523577673641739e+00
7.448795538231028912e-01 -9.263948767086844782e+00
7.450673580044678834e-01 -9.622718700917630485e+00
7.452552569106923874e-01 -9.681281021160543787e+00
7.454432506134599512e-01 -9.411167180825941614e+00
7.456313391845275085e-01 -9.076302702494785990e+00
7.458195226957240465e-01 -8.799426878461531487e+00
7.460078012189507168e-01 -8.660650105574404733e+00
7.461961748261821681e-01 -8.855811735305564980e+00
7.463846435894649911e-01 -9.314679760454509960e+00
7.465732075809188295e-01 -9.595059253246859043e+00
7.467618668727364906e-01 -9.472331781580237475e+00
7.469506215371830571e-01 -9.165265269559654371e+00
7.471394716465977748e-01 -8.901940050643133873e+00
7.473284172733920538e-01 -8.773592140950199791e+00
7.475174584900511343e-01 -8.871028919298169058e+00
7.477065953691335309e-01 -9.204598034932701012e+00
7.478958279832708111e-01 -9.571555266508198656e+00
7.480851564051688163e-01 -9.704645916873801070e+00
7.482745807076064404e-01 -9.588820845784880476e+00
7.484641009634365183e-01 -9.403595144057021571e+00
7.486537172455856037e-01 -9.285009935004154613e+00
7.488434296270545243e-01 -9.285100697098414457e+00
7.490332381809177154e-01 -9.399840713557523486e+00
7.492231429803237752e-01 -9.583629075179715073e+00
7.494131440984956871e-01 -9.765010979344992847e+00
7.496032416087305972e-01 -9.879238882832055424e+00
7.497934355844000365e-01 -9.905037031585834484e+00
7.499837260989503651e-01 -9.853877541101496718e+00
7.501741132259016620e-01 -9.734799923118089282e+00
7.503645970388498343e-01 -9.566943361225298759e+00
7.505551776114645079e-01 -9.412023989864223950e+00
7.507458550174908041e-01 -9.356893146200263800e+00
7.509366293307487839e-01 -9.439318740325461476e+00
7.511275006251328934e-01 -9.609422396224658769e+00
7.513184689746138512e-01 -9.755998275367801398e+00
7.515095344532366495e-01 -9.782347348401344789e+00
7.517006971351219979e-01 -9.660821626148049290e+00
7.518919570944662123e-01 -9.451813650085000518e+00
7.520833144055404373e-01 -9.289841177000766947e+00
7.522747691426926453e-01 -9.305087812236592981e+00
7.524663213803454154e-01 -9.493786297788801676e+00
7.526579711929975991e-01 -9.716247040142206970e+00
7.528497186552242093e-01 -9.840241371881575105e+00
7.530415638416754209e-01 -9.819655316505304654e+00
7.532335068270789025e-01 -9.698619859715108760e+00
7.534255476862370404e-01 -9.592018631992800692e+00
7.536176864940296038e-01 -9.604118997374143873e+00
7.538099233254123011e-01 -9.728053970252858562e+00
7.540022582554172237e-01 -9.862234812571841758e+00
7.541946913591536239e-01 -9.915610260584003299e+00
7.543872227118066931e-01 -9.867283059518740629e+00
7.545798523886390052e-01 -9.766638125497706824e+00
7.547725804649899617e-01 -9.720047830068665462e+00
7.549654070162753472e-01 -9.778135991451449627e+00
7.551583321179891062e-01 -9.876270008722826788e+00
7.553513558457012333e-01 -9.923477637527184925e+00
7.555444782750598831e-01 -9.883360689092455686e+00
7.557376994817901483e-01 -9.778267119635643212e+00
7.559310195416945044e-01 -9.691903865964263787e+00
7.561244385306536975e-01 -9.702342788415194264e+00
7.563179565246253011e-01 -9.776665556970101534e+00
7.565115735996449375e-01 -9.805430000318096972e+00
7.567052898318266108e-01 -9.722184093716464304e+00
7.568991052973614853e-01 -9.501734218979663638e+00
7.570930200725196624e-01 -9.187104834014689914e+00
7.572870342336485150e-01 -8.968258266953966995e+00
7.574811478571744638e-01 -8.986572549178049485e+00
7.576753610196019784e-01 -9.100594959205864143e+00
7.578696737975139097e-01 -9.109964553171039370e+00
7.580640862675721570e-01 -9.020286727507937030e+00
7.582585985065165568e-01 -8.816279042511723674e+00
7.584532105911663269e-01 -8.400866688356245504e+00
7.586479225984195107e-01 -8.000867319003191369e+00
7.588427346052527556e-01 -8.006854894145362778e+00
7.590376466887223117e-01 -8.315521915408567111e+00
7.592326589259631442e-01 -8.526687423360840512e+00
7.594277713941898211e-01 -8.559528565928189892e+00
7.596229841706961805e-01 -8.618737596915025279e+00
7.598182973328556633e-01 -8.594395119549062656e+00
7.600137109581212025e-01 -8.360044994643430982e+00
7.602092251240252230e-01 -8.247628178188733727e+00
7.604048399081806409e-01 -8.535618209537233270e+00
7.606005553882793091e-01 -8.975799600444474891e+00
7.607963716420940159e-01 -9.226330721482213448e+00
7.609922887474770414e-01 -9.333809401529265415e+00
7.611883067823609350e-01 -9.430579192497702934e+00
7.613844258247590702e-01 -9.452628067651289712e+00
7.615806459527645345e-01 -9.406229392386762811e+00
7.617769672445514617e-01 -9.451945893480456107e+00
7.619733897783745880e-01 -9.620840109830965048e+00
7.621699136325686963e-01 -9.790271641929052748e+00
7.623665388855506153e-01 -9.877490901693931846e+00
7.625632656158169986e-01 -9.903969525224852077e+00
7.627600939019459902e-01 -9.905417934953561598e+00
7.629570238225971135e-01 -9.899749127183667952e+00
7.631540554565106049e-01 -9.896574531956730425e+00
7.633511888825087466e-01 -9.887023848215108046e+00
7.635484241794945337e-01 -9.862852689020201069e+00
7.637457614264530070e-01 -9.827346111740553170e+00
7.639432007024510307e-01 -9.816724172550834737e+00
7.641407420866364042e-01 -9.843235394811472361e+00
7.643383856582400826e-01 -9.857538485582153953e+00
7.645361314965739563e-01 -9.796448604928741588e+00
7.647339796810324053e-01 -9.697049360684218300e+00
7.649319302910921881e-01 -9.585757069869600855e+00
7.651299834063117755e-01 -9.413155651420538561e+00
7.653281391063330164e-01 -9.254610558373201457e+00
7.655263974708793606e-01 -9.290154549055841926e+00
7.657247585797573031e-01 -9.425700850496241401e+00
7.659232225128562721e-01 -9.359567193930047324e+00
7.661217893501478526e-01 -9.133762020491076328e+00
7.663204591716875624e-01 -9.011946896795734574e+00
7.665192320576130758e-01 -8.942557449497030575e+00
7.667181080881456667e-01 -8.769314445469490238e+00
7.669170873435899871e-01 -8.705579996537153420e+00
7.671161699043338444e-01 -8.936111536919270293e+00
7.673153558508486460e-01 -9.185188658867900813e+00
7.675146452636891770e-01 -9.163952633022631744e+00
7.677140382234943772e-01 -9.049872891106815587e+00
7.679135348109865644e-01 -9.072969086941157002e+00
7.681131351069722113e-01 -9.162593303725998339e+00
7.683128391923419453e-01 -9.231949211823916812e+00
7.685126471480702159e-01 -9.350326044098210332e+00
7.687125590552157384e-01 -9.537962920693985325e+00
7.689125749949220490e-01 -9.702454618379192652e+00
7.691126950484167279e-01 -9.778323219692424573e+00
7.693129192970121766e-01 -9.781444659973431044e+00
7.695132478221050620e-01 -9.746764378746661350e+00
7.697136807051775387e-01 -9.687846141024238023e+00
7.699142180277961378e-01 -9.613428183716223430e+00
7.701148598716125449e-01 -9.536487960726049096e+00
7.703156063183638214e-01 -9.468913693259537467e+00
7.705164574498716279e-01 -9.436475412132040219e+00
7.707174133480441114e-01 -9.454188482461745480e+00
7.709184740948737957e-01 -9.451868299252282668e+00
7.711196397724392471e-01 -9.332665173419172788e+00
7.713209104629048518e-01 -9.119765620888983904e+00
7.715222862485202615e-01 -8.922432243223397563e+00
7.717237672116219471e-01 -8.794174457619078566e+00
7.719253534346314227e-01 -8.777663038747164137e+00
7.721270450000570218e-01 -8.910762874248462140e+00
7.723288419904932312e-01 -9.038149363281149817e+00
7.725307444886203578e-01 -8.960377595844420284e+00
7.727327525772061945e-01 -8.757207945731693144e+00
7.729348663391041319e-01 -8.585748476078606473e+00
7.731370858572547133e-01 -8.408619296859114911e+00
7.733394112146856347e-01 -8.301501950369242877e+00
7.735418424945106342e-01 -8.484369471702962073e+00
7.737443797799316014e-01 -8.742851327791527183e+00
7.739470231542365797e-01 -8.642534881892515841e+00
7.741497727008014307e-01 -8.354263755751389908e+00
7.743526285030896128e-01 -8.257719942426319903e+00
7.745555906446511818e-01 -8.200513473589012392e+00
7.747586592091250113e-01 -8.066594562670388768e+00
7.749618342802366833e-01 -8.239590523046786075e+00
