date keplerian stellar stellar+keplerian GP_variance
9129.22878723 3.73327871 -1.26011729 2.47316142 1.92951832
9129.34166264 1.44458748 -1.46058658 -0.01599910 1.96067046
9129.45453805 -2.32057637 -1.64252851 -3.96310487 1.99036801
9129.56741346 -3.71394376 -1.80351156 -5.51745532 2.01717289
9129.68028887 -1.31139270 -1.94111489 -3.25250759 2.03983243
9129.79316428 2.43149630 -2.05294970 0.37854660 2.05729560
9129.90603969 3.68922068 -2.13668354 1.55253713 2.06872325
9130.01891510 1.17629537 -2.19006729 -1.01377192 2.07349422
9130.13179051 -2.53888866 -2.21096481 -4.74985346 2.07120889
9130.24466592 -3.65914532 -2.19738489 -5.85653021 2.06169064
9130.35754133 -1.03949150 -2.14751525 -3.18700674 2.04498538
9130.47041674 2.64259763 -2.05975796 0.58283967 2.02135902
9130.58329215 3.62376134 -1.93276580 1.69099554 1.99129227
9130.69616756 0.90117954 -1.76547869 -0.86429915 1.95547223
9130.80904297 -2.74247276 -1.55715951 -4.29963227 1.91477967
9130.92191838 -3.58312006 -1.30742830 -4.89054836 1.87027105
9131.03479379 -0.76156016 -1.01629390 -1.77785407 1.82315372
9131.14766920 2.83836916 -0.68418204 2.15418712 1.77475285
9131.26054461 3.53728044 -0.31195878 3.22532166 1.72646841
9131.37342002 0.62083593 0.09905149 0.71988742 1.67972116
9131.48629543 -2.93014769 0.54705462 -2.38309307 1.63588770
9131.59917084 -3.48630898 1.02978244 -2.45652654 1.59622668
9131.71204625 -0.47921099 1.54449657 1.06528558 1.56180145
9131.82492166 3.01767520 2.08800051 5.10567572 1.53340766
9131.93779707 3.43027964 2.65666068 6.08694032 1.51151662
9132.05067248 0.33689082 3.24643617 3.58332699 1.49624521
9132.16354789 -3.10082472 3.85291737 0.75209265 1.48735974
9132.27642330 -3.36927370 4.47137298 1.10209928 1.48431429
9132.38929871 -0.19408190 5.09680482 4.90272292 1.48631744
9132.50217412 3.17947561 5.72400969 8.90348530 1.49241578
9132.61504953 3.30337967 6.34764732 9.65102699 1.50158064
9132.72792494 0.05099140 6.96231303 7.01330443 1.51278701
9132.84080035 -3.25351376 7.56261394 4.30910018 1.52507710
9132.95367576 -3.23269315 8.14324713 4.91055399 1.53760571
9133.06655117 0.09217307 8.69907817 8.79125124 1.54966782
9133.17942659 3.32283176 9.22521839 12.54805015 1.56071102
9133.29230200 3.15731668 9.71709930 12.87441598 1.57033607
9133.40517741 -0.23520382 10.17054240 9.93533858 1.57828907
9133.51805282 -3.38732905 10.58182293 7.19449389 1.58444798
9133.63092823 -3.07735962 10.94772610 7.87036647 1.58880601
9133.74380364 0.37789334 11.26559437 11.64348771 1.59145342
9133.85667905 3.44691205 11.53336486 14.98027691 1.59255899
9133.96955446 2.99293798 11.74959579 14.74253377 1.59235201
9134.08242987 -0.52003462 11.91348136 11.39344674 1.59110508
9134.19530528 -3.50149432 12.02485459 8.52336027 1.58911806
9134.30818069 -2.90417423 12.08417809 9.18000386 1.58670308
9134.42105610 0.66142143 12.09252267 12.75394410 1.58417063
9134.53393151 3.55099667 12.05153442 15.60253110 1.58181656
9134.64680692 2.81119714 11.96339079 14.77458794 1.57990992
9134.75968233 -0.80184867 11.83074670 11.02889803 1.57868182
9134.87255774 -3.59534730 11.65667181 8.06132451 1.57831517
9134.98543315 -2.71414161 11.44458044 8.73043883 1.57893594
9135.09830856 0.94111260 11.19815571 12.13926831 1.58060604
9135.21118397 3.63448184 10.92126966 14.55575150 1.58331840
9135.32405938 2.61314845 10.61790119 13.23104964 1.58699467
9135.43693479 -1.07901118 10.29205390 9.21304272 1.59148583
9135.54981020 -3.66834354 9.94767560 6.27933206 1.59657578
9135.66268561 -2.50836417 9.58858158 7.08021741 1.60198806
9135.77556102 1.21534434 9.21838335 10.43372769 1.60739521
9135.88843643 3.69688325 8.84042470 12.53730795 1.61243038
9136.00131184 2.39994079 8.45772643 10.85766722 1.61670069
9136.11418725 -1.34991430 8.07294120 6.72302691 1.61980152
9136.22706266 -3.72005959 7.68831946 3.96825987 1.62133119
9136.33993807 -2.28803561 7.30568712 5.01765151 1.62090539
9136.45281348 1.48252582 6.92643556 8.40896138 1.61817080
9136.56568889 3.73783891 6.55152384 10.28936275 1.61281752
9136.67856430 2.17281098 6.18149303 8.35430401 1.60459003
9136.79143971 -1.61298652 5.81649191 4.20350539 1.59329635
9136.90431512 -3.75019544 5.45631328 1.70611785 1.57881554
9137.01719053 -2.05443407 5.10043963 3.04600555 1.56110320
9137.13006594 1.74110712 4.74809665 6.48920377 1.54019527
9137.24294135 3.75711123 4.39831313 8.15542436 1.51620999
9137.35581676 1.93307662 4.04998520 5.98306182 1.48934820
9137.46869217 -1.86670175 3.70194326 1.83524151 1.45989197
9137.58156758 -3.75857627 3.35301947 -0.40555680 1.42820162
9137.69444299 -1.80891470 3.00211393 1.19319924 1.39471093
9137.80731840 1.98958819 2.64825780 4.63784599 1.35992060
9137.92019381 3.75458842 2.29067141 6.04525982 1.32438938
9138.03306922 1.68212842 1.92881608 3.61094450 1.28872272
9138.14594463 -2.10958817 1.56243810 -0.54715007 1.25355820
9138.25882004 -3.74515346 1.19160386 -2.55354960 1.21954737
9138.37169545 -1.55290174 0.81672536 -0.73617638 1.18733371
9138.48457086 2.22652759 0.43857543 2.66510303 1.15752668
9138.59744627 3.73028510 0.05829263 3.78857773 1.13067282
9138.71032168 1.42142213 -0.32262441 1.09879772 1.10722573
9138.82319709 -2.34023680 -0.70233270 -3.04256950 1.08751775
9138.93607251 -3.71000489 -1.07867011 -4.78867501 1.07173704
9139.04894792 -1.28788034 -1.44918950 -2.73706984 1.05991392
9139.16182333 2.45055083 -1.81120057 0.63935026 1.05191921
9139.27469874 3.68434227 -2.16181851 1.52252376 1.04747603
9139.38757415 1.15247012 -2.49801810 -1.34554798 1.04618388
9139.50044956 -2.55730963 -2.81669198 -5.37400161 1.04755222
9139.61332497 -3.65333445 -3.11471173 -6.76804618 1.05103927
9139.72620038 -1.01538791 -3.38899033 -4.40437824 1.05609185
9139.83907579 2.66035833 -3.63654476 -0.97618643 1.06218261
9139.95195120 3.61702643 -3.85455714 -0.23753071 1.06884206
9140.06482661 0.87683259 -4.04043349 -3.16360090 1.07568439
9140.17770202 -2.75954742 -4.19185857 -6.95140599 1.08242641
9140.29057743 -3.57547088 -4.30684597 -7.88231686 1.08889996
9140.40345284 -0.73700517 -4.38378228 -5.12078744 1.09505813
9140.51632825 2.85473300 -4.42146454 -1.56673154 1.10097569
9140.62920366 3.52872810 -4.41913036 -0.89040226 1.10684407
9140.74207907 0.59610852 -4.37647983 -3.78037131 1.11296097
9140.85495448 -2.94577697 -4.29368917 -7.23946614 1.11971483
9140.96782989 -3.47686588 -4.17141551 -7.64828140 1.12756432
9141.08070530 -0.45434704 -4.01079295 -4.46513998 1.13701340
9141.19358071 3.03254726 -3.81341978 -0.78087252 1.14858294
9141.30645612 3.41995949 -3.58133734 -0.16137786 1.16278037
9141.41933153 0.31192640 -3.31700067 -3.00507427 1.18006942
9141.53220694 -3.11491797 -3.02324181 -6.13815978 1.20084238
9141.64508235 -3.35809146 -2.70322636 -6.06131782 1.22539711
9141.75795776 -0.16905322 -2.36040431 -2.52945753 1.25392074
9141.87083317 3.19276960 -1.99845614 1.19431347 1.28648076
9141.98370858 3.29135157 -1.62123543 1.67011614 1.32302365
9142.09658399 0.02593479 -1.23270918 -1.20677439 1.36337968
9142.20945940 -3.26598922 -0.83689724 -4.10288646 1.40727229
9142.32233481 -3.21983663 -0.43781212 -3.65764875 1.45433003
9142.43521022 0.11722127 -0.03940051 0.07782077 1.50409947
9142.54808563 3.33447058 0.35451211 3.68898269 1.55605776
9142.66096104 3.14365040 0.74027281 3.88392321 1.60962422
9142.77383645 -0.26020727 1.11444724 0.85423996 1.66417093
9142.88671186 -3.39811434 1.47385964 -1.92425470 1.71903232
9142.99958727 -3.06290341 1.81562610 -1.24727731 1.77351443
9143.11246268 0.40281577 2.13718054 2.53999630 1.82690410
9143.22533809 3.45682817 2.43629327 5.89312144 1.87847871
9143.33821350 2.97771281 2.71108211 5.68879491 1.92751648
9143.45108891 -0.54483986 2.96001617 2.41517631 1.97330768
9143.56396432 -3.51052689 3.18191290 -0.32861399 2.01516660
9143.67683973 -2.88820218 3.37592880 0.48772662 2.05244402
9143.78971514 0.68607351 3.54154477 4.22761828 2.08454012
9143.90259055 3.55913258 3.67854683 7.23767941 2.11091721
9144.01546596 2.79450139 3.78700324 6.58150463 2.13111211
9144.12834137 -0.82631182 3.86723898 3.04092717 2.14474775
9144.24121678 -3.60257474 3.91980863 0.31723390 2.15154355
9144.35409219 -2.69674638 3.94546859 1.24872221 2.15132450
9144.46696760 0.96535132 3.94514945 4.91050077 2.14402854
9144.57984302 3.64079033 3.91992938 7.56071971 2.12971222
9144.69271843 2.59507898 3.87100908 6.46608805 2.10855452
9144.80559384 -1.10299030 3.79968883 2.69669852 2.08085901
9144.91846925 -3.67372392 3.70734797 0.03362404 2.04705417
9145.03134466 -2.48964667 3.59542699 1.10578032 2.00769228
9145.14422007 1.23902909 3.46541230 4.70444139 1.96344679
9145.25709548 3.70132773 3.31882364 7.02015137 1.91510828
9145.36997089 2.38060242 3.15720388 5.53780629 1.86357881
9145.48284630 -1.37327031 2.98211115 1.60884084 1.80986434
9145.59572171 -3.72356171 2.79511281 -0.92844890 1.75506430
9145.70859712 -2.26810442 2.59778114 0.32967671 1.70035713
9145.82147253 1.50551921 2.39169032 3.89720952 1.64697973
9145.93434794 3.74039360 2.17841452 5.91880811 1.59619875
9146.04722335 2.15231590 1.95952677 4.11184267 1.54927118
9146.16009876 -1.63558392 1.73659850 0.10101458 1.50739296
9146.27297417 -3.75179898 1.51119948 -2.24059950 1.47163580
9146.38584958 -2.03340482 1.28489820 -0.74850663 1.44287639
9146.49872499 1.76327575 1.05926243 2.82253819 1.42172568
9146.61160040 3.75776130 0.83586015 4.59362145 1.40846963
9146.72447581 1.91154371 0.61626051 2.52780422 1.40303346
9146.83735122 -1.88840945 0.40203505 -1.48637441 1.40497818
9146.95022663 -3.75827193 0.19475893 -3.56351299 1.41353149
9147.06310204 -1.78690937 -0.00398784 -1.79089721 1.42764748
9147.17597745 2.01080348 -0.19261948 1.81818400 1.44608409
9147.28885286 3.75333010 -0.36954372 3.38378638 1.46748592
9147.40172827 1.65968260 -0.53316198 1.12652061 1.49046191
9147.51460368 -2.13028026 -0.68187035 -2.81215060 1.51365203
9147.62747909 -3.74294301 -0.81406194 -4.55700495 1.53578061
9147.74035450 -1.53004799 -0.92813097 -2.45817895 1.55569733
9147.85322991 2.24666646 -1.02247880 1.22418765 1.57240797
9147.96610532 3.72712570 -1.09552248 2.63160322 1.58509755
9148.07898073 1.39819360 -1.14570589 0.25248772 1.59314778
9148.19185614 -2.35979323 -1.17151383 -3.53130706 1.59615042
9148.30473155 -3.70590114 -1.17148923 -4.87739038 1.59391713
9148.41760696 -1.26431074 -1.14425331 -2.40856405 1.58648597
9148.53048237 2.46949644 -1.08852871 1.38096773 1.57412382
9148.64335778 3.67930011 -1.00316537 2.67613474 1.55732383
9148.75623319 1.12859364 -0.88716855 0.24142509 1.53679616
9148.86910860 -2.57561695 -0.73972857 -3.31534552 1.51345007
9148.98198401 -3.64736121 -0.56025159 -4.20761280 1.48836477
9149.09485942 -0.99123919 -0.34839048 -1.33962967 1.46274671
9149.20773483 2.67800079 -0.10407494 2.57392585 1.43787132
9149.32061024 3.61013077 0.17246011 3.78259088 1.41500900
9149.43348565 0.85244666 0.48064894 1.33309560 1.39533821
9149.54636106 -2.77649943 0.81957323 -1.95692620 1.37985248
9149.65923647 -3.56766281 1.18794506 -2.37971775 1.36927295
9149.77211188 -0.71241742 1.58409566 0.87167824 1.36398030
9149.88498729 2.87096996 2.00597061 4.87694057 1.36397938
9149.99786270 3.52001893 2.45113225 5.97115118 1.36890428
9150.11073811 0.57135461 2.91676969 3.48812431 1.37806324
9150.22361353 -2.96127534 3.39971681 0.43844147 1.39051438
9150.33648894 -3.46726826 3.89647817 0.42920990 1.40515816
9150.44936435 -0.42946289 4.40326284 3.97379995 1.42083189
9150.56223976 3.04728454 4.91602570 7.96331023 1.43639465
9150.67511517 3.40948734 5.43051555 8.84000289 1.45079610
9150.78799058 0.28694811 5.94232938 6.22927749 1.46312679
9150.90086599 -3.12887278 6.44697164 3.31809886 1.47265087
9151.01374140 -3.34675997 6.93991751 3.59315754 1.47882389
9151.12661681 -0.14401704 7.41667875 7.27266171 1.48129858
9151.23949222 3.20592170 7.87287082 11.07879252 1.47992154
9151.35236763 3.27917718 8.30427985 11.58345703 1.47472340
9151.46524304 0.00087702 8.70692778 8.70780480 1.46590398
9151.57811845 -3.27831952 9.07713454 5.79881502 1.45381416
9151.69099386 -3.20683701 9.41157544 6.20473843 1.43893502
9151.80386927 0.14226427 9.70733286 9.84959713 1.42185504
9151.91674468 3.34596120 9.96194064 13.30790184 1.40324547
9152.02962009 3.12984441 10.17342041 13.30326481 1.38383399
9152.14249550 -0.28519916 10.34030880 10.05510964 1.36437663
9152.25537091 -3.40874861 10.46167497 7.05292636 1.34562803
9152.36824632 -3.04831107 10.53712786 7.48881679 1.32831023
9152.48112173 0.42772029 10.56681317 10.99453346 1.31308085
9152.59399714 3.46659066 10.55139983 14.01799049 1.30050184
9152.70687255 2.96235529 10.49205651 13.45441180 1.29101094
9152.81974796 -0.56962089 10.39041844 9.82079755 1.28489792
9152.93262337 -3.51940343 10.24854545 6.72914202 1.28228826
9153.04549878 -2.87210177 10.06887219 7.19677042 1.28313604
9153.15837419 0.71069510 9.85415159 10.56484669 1.28722692
9153.27124960 3.56711030 9.60739303 13.17450333 1.29419094
9153.38412501 2.77768145 9.33179662 12.10947807 1.30352347
9153.49700042 -0.85073823 9.03068521 8.17994697 1.31461194
9153.60987583 -3.60964207 8.70743571 5.09779365 1.32676563
9153.72275124 -2.67923130 8.36541155 5.68618025 1.33924623
9153.83562665 0.98954713 8.00789769 8.99744482 1.35129703
9153.94850206 3.64693701 7.63803998 11.28497699 1.36216981
9154.06137747 2.57689417 7.25879026 9.83568444 1.37114871
9154.17425288 -1.12692041 6.87285851 5.74593810 1.37757109
9154.28712829 -3.67894104 6.48267317 2.80373213 1.38084543
9154.40000370 -2.47081852 6.09035064 3.61953212 1.38046679
9154.51287911 1.26265877 5.69767453 6.96033330 1.37603000
9154.62575452 3.70560771 5.30608510 9.01169281 1.36724103
9154.73862993 2.36115824 4.91667899 7.27783723 1.35392693
9154.85150534 -1.39656529 4.53021909 3.13365381 1.33604461
9154.96438075 -3.72689834 4.14715404 0.42025569 1.31368882
9155.07725616 -2.24807243 3.76764668 1.51957425 1.28709971
9155.19013157 1.52844568 3.39161052 4.92005620 1.25667036
9155.30300698 3.74278205 3.01875287 6.76153491 1.22295432
9155.41588239 2.13172515 2.64862346 4.78034861 1.18667348
9155.52875780 -1.65810863 2.28066692 0.62255828 1.14872526
9155.64163321 -3.75323578 1.91427747 -1.83895830 1.11018769
9155.75450862 -2.01228519 1.54885435 -0.46343085 1.07231897
9155.86738404 1.78536602 1.18385605 2.96922208 1.03654554
9155.98025945 3.75824437 0.81885210 4.57709646 1.00443030
9156.09313486 1.88992585 0.45357053 2.34349638 0.97761084
9156.20601027 -1.91003323 0.08794007 -1.82209316 0.95769971
9156.31888568 -3.75780055 -0.27787451 -4.03567506 0.94614785
9156.43176109 -1.76482462 -0.64344454 -2.40826916 0.94408859
9156.54463650 2.03192939 -1.00805803 1.02387137 0.95219768
9156.65751191 3.75190498 -1.37070904 2.38119594 0.97061120
9156.77038732 1.63716301 -1.73009626 -0.09293325 0.99892889
9156.88326273 -2.15087766 -2.08463055 -4.23550821 1.03629916
9156.99613814 -3.74056620 -2.43245140 -6.17301760 1.08155412
9157.10901355 -1.50712623 -2.77145182 -4.27857806 1.13335317
9157.22188896 2.26670547 -3.09931082 -0.83260536 1.19030436
9157.33476437 3.72380066 -3.41353285 0.31026781 1.25104987
9157.44763978 1.37490294 -3.71149304 -2.33659010 1.31431673
9157.56051519 -2.37924477 -3.99048722 -6.36973199 1.37894079
9157.67339060 -3.70163268 -4.24778542 -7.94941810 1.44387324
9157.78626601 -1.24068495 -4.48068765 -5.72137261 1.50817739
9157.89914142 2.48833230 -4.68658067 -2.19824837 1.57102088
9158.01201683 3.67409444 -4.86299435 -1.18889991 1.63166637
9158.12489224 1.10466700 -5.00765649 -3.90298948 1.68946255
9158.23776765 -2.59380980 -5.11854475 -7.71235455 1.74383601
9158.35064306 -3.64122587 -5.19393463 -8.83516050 1.79428417
9158.46351847 -0.96704642 -5.23244241 -6.19948882 1.84036935
9158.57639388 2.69552423 -5.23306200 -2.53753776 1.88171374
9158.68926929 3.60307466 -5.19519510 -1.59212044 1.91799519
9158.80214470 0.82802286 -5.11867377 -4.29065092 1.94894371
9158.91502011 -2.79332804 -5.00377497 -7.79710301 1.97433870
9159.02789552 -3.55969617 -4.85122669 -8.41092286 1.99400700
9159.14077093 -0.68779801 -4.66220555 -5.35000356 2.00782175
9159.25364634 2.88707933 -4.43832573 -1.55124640 2.01570220
9159.36652175 3.51115332 -4.18161953 -0.67046621 2.01761469
9159.47939716 0.54657532 -3.89450986 -3.34793454 2.01357468
9159.59227257 -2.97664209 -3.57977523 -6.55641732 2.00364998
9159.70514798 -3.45751654 -3.24050806 -6.69802461 1.98796516
9159.81802339 -0.40455966 -2.88006702 -3.28462668 1.96670684
9159.93089880 3.06188638 -2.50202462 0.55986176 1.94012981
9160.04377421 3.39886365 -2.11011115 1.28875250 1.90856349
9160.15664962 0.26195708 -1.70815627 -1.44619919 1.87241842
9160.26952503 -3.14268853 -1.30002949 -4.44271802 1.83219203
9160.38240044 -3.33527974 -0.88958105 -4.22486079 1.78847315
9160.49527585 -0.11897445 -0.48058438 -0.59955883 1.74194423
9160.60815126 3.21893132 -0.07668159 3.14224973 1.69338023
9160.72102667 3.26685706 0.31866695 3.58552401 1.64364287
9160.83390208 -0.02418079 0.70222780 0.67804701 1.59366872
9160.94677749 -3.29050412 1.07103347 -2.21947065 1.54444942
9161.05965290 -3.19369487 1.42241476 -1.77128010 1.49700254
9161.17252831 0.16730094 1.75402562 1.92132656 1.45233213
9161.28540372 3.35730312 2.06386061 5.42116373 1.41137917
9161.39827913 3.11589931 2.35026467 5.46616398 1.37496434
9161.51115455 -0.31017838 2.61193562 2.30175725 1.34372816
9161.62402996 -3.41923139 2.84791965 -0.57131174 1.31807617
9161.73690537 -3.03358325 3.05760051 0.02401726 1.29813865
9161.84978078 0.45260581 3.24068319 3.69328900 1.28375317
9161.96265619 3.47619908 3.39717292 6.87337200 1.27447523
9162.07553160 2.94686612 3.52735052 6.47421664 1.26961632
9162.18840701 -0.59437661 3.63174513 3.03736852 1.26830349
9162.30128242 -3.52812356 3.71110529 0.18298173 1.26955060
9162.41415783 -2.85587371 3.76636934 0.91049563 1.27233110
9162.52703324 0.73528510 3.79863606 4.53392116 1.27564377
9162.63990865 3.57492949 3.80913621 7.38406571 1.27856646
9162.75278406 2.76073805 3.79920574 6.55994379 1.28029585
9162.86565947 -0.87512684 3.77026093 2.89513408 1.28017383
9162.97853488 -3.61654897 3.72377596 0.10722699 1.27770234
9163.09141029 -2.66159715 3.66126297 0.99966583 1.27254906
9163.20428570 1.01369897 3.58425460 4.59795357 1.26454634
9163.31716111 3.65292161 3.49428894 7.14721055 1.25368500
9163.43003652 2.55859484 3.39289679 5.95149163 1.24010468
9163.54291193 -1.15080044 3.28159078 2.13079034 1.22408149
9163.65578734 -3.68399465 3.16185617 -0.52213847 1.20601361
9163.76866275 -2.45188056 3.03514316 0.58326260 1.18640473
9163.88153816 1.28623234 2.90286016 4.18909250 1.16584534
9163.99441357 3.70972300 2.76636814 6.47609114 1.14499107
9164.10728898 2.34160913 2.62697562 4.96858475 1.12453764
9164.22016439 -1.41979819 2.48593448 1.06613629 1.10519172
9164.33303980 -3.73006934 2.34443640 -1.38563294 1.08763748
9164.44591521 -2.22794053 2.20361009 -0.02433044 1.07249964
9164.55879062 1.55130423 2.06451946 3.61582369 1.06030481
9164.67166603 3.74500415 1.92816282 5.67316697 1.05144437
9164.78454144 2.11103967 1.79547326 3.90651293 1.04614324
9164.89741685 -1.68055965 1.66732054 -0.01323911 1.04443922
9165.01029226 -3.75450577 1.54451433 -2.20999144 1.04617650
9165.12316767 -1.99107614 1.42780909 -0.56326705 1.05101515
9165.23604308 1.80737694 1.31791044 3.12528738 1.05845585
9165.34891849 3.75856040 1.21548292 4.97404332 1.06787679
9165.46179390 1.86822398 1.12115885 2.98938283 1.07857866
9165.57466931 -1.93157212 1.03554810 -0.89602402 1.08983315
9165.68754472 -3.75716217 0.95924810 -2.79791408 1.10093159
9165.80042013 -1.74266144 0.89285380 -0.84980763 1.11123123
9165.91329554 2.05296500 0.83696688 2.88993189 1.12019774
9166.02617095 3.75031311 0.79220354 4.54251665 1.12744342
9166.13904636 1.61457067 0.75920041 2.37377107 1.13276044
9166.25192177 -2.17137947 0.73861789 -1.43276158 1.13614838
9166.36479718 -3.73802315 0.73114041 -3.00688274 1.13783451
9166.47767259 -1.48413750 0.73747319 -0.74666431 1.13828418
9166.59054800 2.28664374 0.75833525 3.04497899 1.13819758
9166.70342341 3.72031011 0.79444851 4.51475863 1.13848798
9166.81629882 1.35155117 0.84652290 2.19807406 1.14023659
9166.92917423 -2.39859058 0.91523783 -1.48335274 1.14462062
9167.04204964 -3.69719971 1.00122037 -2.69597935 1.15281491
9167.15492505 -1.21700402 1.10502048 -0.11198354 1.16587472
9167.26780047 2.50705757 1.22708436 3.73414193 1.18461434
9167.38067588 3.66872547 1.36772632 5.03645179 1.20950234
9167.49355129 1.08069127 1.52710051 2.60779178 1.24059377
9167.60642670 -2.61188737 1.70517320 -0.90671417 1.27751188
9167.71930211 -3.63492869 1.90169685 -1.73323184 1.31948005
9167.83217752 -0.94281067 2.11618686 1.17337619 1.36539267
9167.94505293 2.71292788 2.34790208 5.06082996 1.41390781
9168.05792834 3.59585842 2.59582998 6.19168840 1.46354470
9168.17080375 0.80356225 2.85867718 3.66223942 1.51277367
9168.28367916 -2.81003251 3.13486606 0.32483355 1.56009188
9168.39655457 -3.55157132 3.42253791 -0.12903341 1.60408312
9168.50942998 -0.66314803 3.71956285 3.05641482 1.64346265
9168.62230539 2.90306039 4.02355662 6.92661701 1.67710935
9168.73518080 3.50213166 4.33190412 7.83403579 1.70408763
9168.84805621 0.52177173 4.64178937 5.16356110 1.72366131
9168.96093162 -2.99187655 4.95023128 1.95835473 1.73530117
9169.07380703 -3.44761116 5.25412468 1.80651352 1.73868749
9169.18668244 -0.37963845 5.55028557 5.17064712 1.73370867
9169.29955785 3.07635214 5.83549966 8.91185181 1.72045661
9169.41243326 3.38808892 6.10657323 9.49466215 1.69921976
9169.52530867 0.23695440 6.36038483 6.59733922 1.67047427
9169.63818408 -3.15636461 6.59393692 3.43757230 1.63487396
9169.75105949 -3.32365128 6.80440604 3.48075476 1.59323936
9169.86393490 -0.09392657 6.98919042 6.89526385 1.54654633
9169.97681031 3.23179787 7.14595375 10.37775162 1.49591387
9170.08968572 3.25439174 7.27266427 10.52705601 1.44259065
9170.20256113 -0.04923752 7.36762806 7.31839054 1.38793881
9170.31543654 -3.30254249 7.42951586 4.12697337 1.33341230
9170.42831195 -3.18041078 7.45738272 4.27697193 1.28052629
9170.54118736 0.19233018 7.45068004 7.64301021 1.23081250
9170.65406277 3.36849582 7.40925972 10.77775554 1.18575607
9170.76693818 3.10181573 7.33337038 10.43518612 1.14671134
9170.87981359 -0.33514381 7.22364568 6.88850187 1.11479967
9170.99268900 -3.42956220 7.08108509 3.65152289 1.09080133
9171.10556441 -3.01872061 6.90702769 3.88830708 1.07506214
9171.21843982 0.47747121 6.70311950 7.18059072 1.06743939
9171.33131523 3.48565301 6.47127530 9.95692831 1.06730509
9171.44419064 2.93124597 6.21363582 9.14488180 1.07360897
9171.55706605 -0.61910591 5.93252146 5.31341555 1.08498605
9171.66994146 -3.53668689 5.63038364 2.09369675 1.09988297
9171.78281687 -2.83951873 5.30975504 2.47023631 1.11667873
9171.89569228 0.75984242 4.97319998 5.73304240 1.13378373
9172.00856769 3.58258980 4.62326614 8.20585594 1.14971199
9172.12144310 2.74367195 4.26243893 7.00611088 1.16312900
9172.23431851 -0.89947656 3.89309947 2.99362291 1.17288128
9172.34719392 -3.62329514 3.51748742 -0.10580772 1.17801425
9172.46006933 -2.64384470 3.13766939 0.49382469 1.17778410
9172.57294474 1.03780575 2.75551363 3.79331938 1.17166790
9172.68582015 3.65874386 2.37267180 6.03141566 1.15937489
9172.79869556 2.54018179 1.99056784 4.53074964 1.14086140
9172.91157098 -1.17462931 1.61039436 0.43576504 1.11635125
9173.02444639 -3.68888452 1.23311627 -2.45576825 1.08636373
9173.13732180 -2.43283363 0.85948160 -1.57335204 1.05175060
9173.25019721 1.30974874 0.49003872 1.79978746 1.01374326
9173.36307262 3.71367341 0.12515965 3.83883306 0.97400758
9173.47594803 2.32195595 -0.23493170 2.08702425 0.93469713
9173.58882344 -1.44296800 -0.59012716 -2.03309517 0.89848096
9173.70169885 -3.73307456 -0.94039891 -4.67347347 0.86850014
9173.81457426 -2.20770961 -1.28576229 -3.49347190 0.84818636
9173.92744967 1.57409383 -1.62623799 -0.05214416 0.84088688
9174.04032508 3.74705982 -1.96181485 1.78524496 0.84932299
9174.15320049 2.09026036 -2.29241444 -0.20215409 0.87505556
9174.26607590 -1.70293598 -2.61785851 -4.32079449 0.91821383
9174.37895131 -3.75560889 -2.93784040 -6.69344930 0.97762584
9174.49182672 -1.96977859 -3.25190126 -5.22167985 1.05124619
9174.60470213 1.82930754 -3.55941178 -1.73010424 1.13664387
9174.71757754 3.75870939 -3.85956010 -0.10085071 1.23137372
9174.83045295 1.84643909 -4.15134618 -2.30490709 1.33318474
9174.94332836 -1.95302517 -4.43358291 -6.38660807 1.44010082
9175.05620377 -3.75635681 -4.70490393 -8.46126073 1.55042676
9175.16907918 -1.72042081 -4.96377798 -6.68419879 1.66272032
9175.28195459 2.07390937 -5.20852951 -3.13462013 1.77575346
9175.39483000 3.74855456 -5.43736483 -1.68881027 1.88847398
9175.50770541 1.59190656 -5.64840348 -4.05649692 1.99997177
9175.62058082 -2.19178478 -5.83971366 -8.03149845 2.10945066
9175.73345623 -3.73531396 -6.00935117 -9.74466513 2.21620568
9175.84633164 -1.46108280 -6.15540063 -7.61648344 2.31960486
9175.95920705 2.30648038 -6.27601822 -3.96953783 2.41907494
9176.07208246 3.71665423 -6.36947465 -2.65282042 2.51409018
9176.18495787 1.32813933 -6.43419753 -5.10605821 2.60416376
9176.29783328 -2.41782978 -6.46881198 -8.88664175 2.68884137
9176.41070869 -3.69260243 -6.47217845 -10.16478088 2.76769640
9176.52358410 -1.19326901 -6.44342703 -7.63669604 2.84032664
9176.63645951 2.52567142 -6.38198711 -3.85631569 2.90635212
9176.74933492 3.66319345 -6.28761183 -2.62441838 2.96541395
9176.86221033 1.05666751 -6.16039660 -5.10372909 3.01717395
9176.97508574 -2.62984886 -6.00079116 -8.63064002 3.06131512
9177.08796115 -3.62846997 -5.80960484 -9.43807481 3.09754265
9177.20083656 -0.91853301 -5.58800472 -6.50653773 3.12558573
9177.31371197 2.73021095 -5.33750664 -2.60729570 3.14519989
9177.42658738 3.58848236 -5.05995928 -1.47147692 3.15616998
9177.53946279 0.77906593 -4.75752129 -3.97845537 3.15831378
9177.65233820 -2.82661209 -4.43263223 -7.25924432 3.15148611
9177.76521361 -3.54328863 -4.08797763 -7.63126626 3.13558345
9177.87808902 -0.63846858 -3.72644911 -4.36491769 3.11054892
9177.99096443 2.91891242 -3.35110037 -0.43218795 3.07637758
