date keplerian stellar stellar+keplerian GP_variance
9339.40280102 2.82537370 -0.69804043 2.12733327 6.47271526
9339.51567643 -0.78090329 -0.70120562 -1.48210891 6.47724145
9339.62855184 -3.58904077 -0.70150365 -4.29054443 6.48196456
9339.74142725 -2.72891968 -0.69908457 -3.42800425 6.48684537
9339.85430266 0.92035420 -0.69411545 0.22623875 6.49184247
9339.96717807 3.62895969 -0.68677692 2.94218277 6.49691346
9340.08005348 2.62850658 -0.67725989 1.95124669 6.50201607
9340.19292889 -1.05846988 -0.66576228 -1.72423216 6.50710926
9340.30580430 -3.66361376 -0.65248598 -4.31609974 6.51215408
9340.41867971 -2.52428008 -0.63763398 -3.16191406 6.51711442
9340.53155512 1.19504994 -0.62140775 0.57364219 6.52195764
9340.64443053 3.69295271 -0.60400491 3.08894781 6.52665497
9340.75730594 2.41639140 -0.58561712 1.83077428 6.53118178
9340.87018135 -1.32989624 -0.56642833 -1.89632458 6.53551773
9340.98305676 -3.71693399 -0.54661322 -4.26354721 6.53964672
9341.09593217 -2.30499705 -0.52633606 -2.83133311 6.54355680
9341.20880758 1.46281315 -0.50574971 0.95706345 6.54723995
9341.32168299 3.73552279 -0.48499504 3.25052775 6.55069177
9341.43455840 2.19025865 -0.46420046 1.72605819 6.55391117
9341.54743381 -1.59360784 -0.44348180 -2.03708964 6.55689997
9341.66030922 -3.74869215 -0.42294232 -4.17163447 6.55966251
9341.77318463 -2.07234265 -0.40267294 -2.47501559 6.56220524
9341.88606004 1.72209054 -0.38275265 1.33933788 6.56453635
9341.99893545 3.75642296 -0.36324905 3.39317391 6.56666538
9342.11181086 1.95142013 -0.34421898 1.60720115 6.56860287
9342.22468627 -1.84807485 -0.32570924 -2.17378410 6.57036006
9342.33756168 -3.75870401 -0.30775746 -4.06646147 6.57194859
9342.45043709 -1.82766652 -0.29039287 -2.11805938 6.57338030
9342.56331250 1.97137801 -0.27363721 1.69774080 6.57466693
9342.67618791 3.75553199 -0.25750562 3.49802637 6.57582006
9342.78906332 1.70126135 -0.24200745 1.45925390 6.57685087
9342.90193874 -2.09182112 -0.22714714 -2.31896827 6.57777011
9343.01481415 -3.74691150 -0.21292499 -3.95983650 6.57858794
9343.12768956 -1.57238802 -0.19933792 -1.77172594 6.57931394
9343.24056497 2.20922945 -0.18638012 2.02284933 6.57995704
9343.35344038 3.73285505 -0.17404371 3.55881134 6.58052551
9343.46631579 1.44123350 -0.16231927 1.27891423 6.58102693
9343.57919120 -2.32343266 -0.15119632 -2.47462899 6.58146825
9343.69206661 -3.71338303 -0.14066377 -3.85404679 6.58185575
9343.80494202 -1.30798805 -0.13071020 -1.43869825 6.58219512
9343.91781743 2.43426507 -0.12132422 2.31294085 6.58249144
9344.03069284 3.68852368 -0.11249466 3.57602902 6.58274925
9344.14356825 1.17284499 -0.10421075 1.06863424 6.58297256
9344.25644366 -2.54156589 -0.09646230 -2.63802818 6.58316490
9344.36931907 -3.65831308 -0.08923974 -3.74755282 6.58332935
9344.48219448 -1.03600039 -0.08253425 -1.11853465 6.58346857
9344.59506989 2.64517944 -0.07633781 2.56884163 6.58358487
9344.70794530 3.62279505 -0.07064321 3.55215185 6.58368015
9344.82082071 0.89765278 -0.06544411 0.83220867 6.58375604
9344.93369612 -2.74495540 -0.06073508 -2.80569047 6.58381383
9345.04657153 -3.58202113 -0.05651161 -3.63853274 6.58385455
9345.15944694 -0.75800286 -0.05277018 -0.81077304 6.58387896
9345.27232235 2.84074902 -0.04950823 2.79124079 6.58388758
9345.38519776 3.53605046 -0.04672426 3.48932621 6.58388067
9345.49807317 0.61725324 -0.04441782 0.57283542 6.58385830
9345.61094858 -2.93242132 -0.04258955 -2.97501088 6.58382029
9345.72382399 -3.48494975 -0.04124121 -3.52619095 6.58376626
9345.83669940 -0.47560812 -0.04037561 -0.51598373 6.58369562
9345.94957481 3.01983931 -0.03999664 2.97984268 6.58360754
9346.06245022 3.42879312 -0.04010917 3.38868395 6.58350102
9346.17532563 0.33327300 -0.04071898 0.29255402 6.58337480
9346.28820104 -3.10287617 -0.04183256 -3.14470872 6.58322743
9346.40107645 -3.36766205 -0.04345696 -3.41111900 6.58305723
9346.51395186 -0.19045437 -0.04559953 -0.23605390 6.58286230
9346.62682727 3.18141141 -0.04826760 3.13314381 6.58264053
9346.73970268 3.30164522 -0.05146818 3.25017704 6.58238957
9346.85257809 0.04735943 -0.05520746 -0.00784803 6.58210686
9346.96545350 -3.25533112 -0.05949045 -3.31482157 6.58178965
9347.07832891 -3.23083842 -0.06432041 -3.29515883 6.58143497
9347.19120432 0.09580422 -0.06969836 0.02610586 6.58103969
9347.30407973 3.32452803 -0.07562245 3.24890558 6.58060052
9347.41695514 3.15534436 -0.08208744 3.07325693 6.58011405
9347.52983055 -0.23882887 -0.08908405 -0.32791292 6.57957681
9347.64270596 -3.38890177 -0.09659840 -3.48550018 6.57898526
9347.75558137 -3.07527258 -0.10461142 -3.17988400 6.57833593
9347.86845678 0.38150704 -0.11309829 0.26840875 6.57762543
9347.98133219 3.44835895 -0.12202795 3.32633099 6.57685056
9348.09420760 2.99073924 -0.13136265 2.85937659 6.57600841
9348.20708301 -0.52363172 -0.14105758 -0.66468931 6.57509641
9348.31995842 -3.50281329 -0.15106057 -3.65387386 6.57411250
9348.43283383 -2.90186698 -0.16131188 -3.06317886 6.57305524
9348.54570925 0.66499673 -0.17174418 0.49325255 6.57192388
9348.65858466 3.55218581 -0.18228249 3.36990332 6.57071853
9348.77146007 2.80878473 -0.19284445 2.61594028 6.56944026
9348.88433548 -0.80539697 -0.20334057 -1.00873753 6.56809123
9348.99721089 -3.59640486 -0.21367470 -3.81007957 6.56667476
9349.11008630 -2.71162754 -0.22374468 -2.93537222 6.56519540
9349.22296171 0.94462875 -0.23344307 0.71118568 6.56365903
9349.33583712 3.63540631 -0.24265808 3.39274823 6.56207282
9349.44871253 2.61053636 -0.25127472 2.35926164 6.56044528
9349.56158794 -1.08249007 -0.25917596 -1.34166604 6.55878613
9349.67446335 -3.66913356 -0.26624419 -3.93537776 6.55710628
9349.78733876 -2.50565785 -0.27236270 -2.77802055 6.55541762
9349.90021417 1.21878094 -0.27741731 0.94136363 6.55373284
9350.01308958 3.69753769 -0.28129818 3.41623951 6.55206522
9350.12596499 2.39714418 -0.28390155 2.11324263 6.55042833
9350.23884040 -1.35330362 -0.28513165 -1.63843527 6.54883570
9350.35171581 -3.72057749 -0.28490262 -4.00548010 6.54730054
9350.46459122 -2.28515276 -0.28314032 -2.56829308 6.54583534
9350.57746663 1.48586294 -0.27978426 1.20607868 6.54445157
9350.69034204 3.73821952 -0.27478927 3.46343025 6.54315935
9350.80321745 2.16984607 -0.26812716 1.90171891 6.54196714
9350.91609286 -1.61626660 -0.25978818 -1.87605478 6.54088152
9351.02896827 -3.75043821 -0.24978227 -4.00022048 6.53990702
9351.14184368 -2.05139141 -0.23814007 -2.28953149 6.53904599
9351.25471909 1.74432540 -0.22491366 1.51941174 6.53829863
9351.36759450 3.75721581 -0.21017692 3.54703889 6.53766303
9351.48046991 1.92996062 -0.19402571 1.73593491 6.53713531
9351.59334532 -1.86985356 -0.17657747 -2.04643102 6.53670992
9351.70622073 -3.75854250 -0.15797061 -3.91651311 6.53637989
9351.81909614 -1.80572987 -0.13836345 -1.94409332 6.53613724
9351.93197155 1.99266896 -0.11793277 1.87473619 6.53597335
9352.04484696 3.75441636 -0.09687200 3.65754436 6.53587943
9352.15772237 1.67887939 -0.07538901 1.60349038 6.53584686
9352.27059778 -2.11259343 -0.05370365 -2.16629708 6.53586766
9352.38347319 -3.74484336 -0.03204492 -3.77688828 6.53593474
9352.49634860 -1.54959322 -0.01064792 -1.56024114 6.53604217
9352.60922401 2.22945298 0.01024942 2.23970240 6.53618538
9352.72209942 3.72983740 0.03040971 3.76024711 6.53636119
9352.83497483 1.41805892 0.04959962 1.46765854 6.53656775
9352.94785024 -2.34307807 0.06759333 -2.27548475 6.53680448
9353.06072565 -3.70942025 0.08417598 -3.62524426 6.53707176
9353.17360106 -1.28446733 0.09914704 -1.18532029 6.53737070
9353.28647647 2.45330386 0.11232335 2.56562722 6.53770278
9353.39935188 3.68362152 0.12354210 3.80716362 6.53806945
9353.51222729 1.14901225 0.13266332 1.28167557 6.53847181
9353.62510270 -2.55997044 0.13957214 -2.42039830 6.53891023
9353.73797811 -3.65247865 0.14418055 -3.50829810 6.53938411
9353.85085352 -1.01189019 0.14642882 -0.86546138 6.53989160
9353.96372893 2.66292304 0.14628632 2.80920936 6.54042954
9354.07660434 3.61603682 0.14375198 3.75978880 6.54099343
9354.18947976 0.87330011 0.13885419 1.01215430 6.54157749
9354.30235517 -2.76201232 0.13165023 -2.63036209 6.54217485
9354.41523058 -3.57434890 0.12222523 -3.45212367 6.54277785
9354.52810599 -0.73344305 0.11069068 -0.62275237 6.54337838
9354.64098140 2.85709451 0.09718256 2.95427707 6.54396826
9354.75385681 3.52747537 0.08185904 3.60933441 6.54453971
9354.86673222 0.59252192 0.06489794 0.65741986 6.54508574
9354.97960763 -2.94803167 0.04649382 -2.90153785 6.54560057
9355.09248304 -3.47548423 0.02685501 -3.44862922 6.54608002
9355.20535845 -0.45074118 0.00620030 -0.44454087 6.54652173
9355.31823386 3.03469187 -0.01524423 3.01944764 6.54692542
9355.43110927 3.41845090 -0.03724862 3.38120228 6.54729294
9355.54398468 0.30830650 -0.05958223 0.24872427 6.54762831
9355.65686009 -3.11694939 -0.08201694 -3.19896633 6.54793755
9355.76973550 -3.35645814 -0.10433015 -3.46078829 6.54822851
9355.88261091 -0.16542454 -0.12630760 -0.29173214 6.54851055
9355.99548632 3.19468488 -0.14774599 3.04693889 6.54879418
9356.10836173 3.28959588 -0.16845520 3.12114068 6.54909063
9356.22123714 0.02230258 -0.18826034 -0.16595777 6.54941143
9356.33411255 -3.26778557 -0.20700342 -3.47478898 6.54976789
9356.44698796 -3.21796112 -0.22454460 -3.44250572 6.55017070
9356.55986337 0.12085174 -0.24076324 -0.11991150 6.55062951
9356.67273878 3.33614540 -0.25555846 3.08058694 6.55115258
9356.78561419 3.14165779 -0.26884949 2.87280830 6.55174646
9356.89848960 -0.26383072 -0.28057554 -0.54440626 6.55241580
9357.01136501 -3.39966521 -0.29069552 -3.69036073 6.55316320
9357.12424042 -3.06079659 -0.29918738 -3.35998398 6.55398915
9357.23711583 0.40642694 -0.30604721 0.10037974 6.55489211
9357.34999124 3.45825283 -0.31128815 3.14696468 6.55586854
9357.46286665 2.97549484 -0.31493909 2.66055575 6.55691310
9357.57574206 -0.54843353 -0.31704323 -0.86547676 6.55801891
9357.68861747 -3.51182327 -0.31765652 -3.82947979 6.55917776
9357.80149288 -2.88587628 -0.31684602 -3.20272230 6.56038040
9357.91436829 0.68964446 -0.31468821 0.37495625 6.56161690
9358.02724370 3.56029880 -0.31126732 3.24903148 6.56287688
9358.14011911 2.79207093 -0.30667367 2.48539726 6.56414987
9358.25299452 -0.82985485 -0.30100203 -1.13085689 6.56542552
9358.36586993 -3.60360911 -0.29435010 -3.89795921 6.56669390
9358.47874534 -2.69421489 -0.28681704 -2.98103193 6.56794566
9358.59162075 0.96886131 -0.27850220 0.69035912 6.56917223
9358.70449616 3.64169136 -0.26950383 3.37218753 6.57036593
9358.81737157 2.59245012 -0.25991811 2.33253202 6.57152009
9358.93024698 -1.10646216 -0.24983815 -1.35630031 6.57262906
9359.04312239 -3.67449030 -0.23935327 -3.91384356 6.57368827
9359.15599780 -2.48692427 -0.22854834 -2.71547261 6.57469417
9359.26887321 1.24245777 -0.21750333 1.02495444 6.57564424
9359.38174862 3.70195834 -0.20629291 3.49566542 6.57653689
9359.49462403 2.37779042 -0.19498628 2.18280414 6.57737141
9359.60749944 -1.37665084 -0.18364702 -1.56029787 6.57814786
9359.72037485 -3.72405563 -0.17233313 -3.89638876 6.57886697
9359.83325026 -2.26520691 -0.16109710 -2.42630400 6.57953009
9359.94612568 1.50884669 -0.14998608 1.35886061 6.58013900
9360.05900109 3.74075012 -0.13904215 3.60170797 6.58069593
9360.17187650 2.14933707 -0.12830259 2.02103447 6.58120336
9360.28475191 -1.63885352 -0.11780023 -1.75665375 6.58166402
9360.39762732 -3.75201758 -0.10756378 -3.85958136 6.58208077
9360.51050273 -2.03034900 -0.09761826 -2.12796725 6.58245653
9360.62337814 1.76648273 -0.08798532 1.67849742 6.58279428
9360.73625355 3.75784168 -0.07868367 3.67915801 6.58309692
9360.84912896 1.90841533 -0.06972940 1.83868593 6.58336734
9360.96200437 -1.89154916 -0.06113637 -1.95268553 6.58360829
9361.07487978 -3.75821395 -0.05291645 -3.81113040 6.58382242
9361.18775519 -1.78371296 -0.04507987 -1.82879284 6.58401222
9361.30063060 2.01387135 -0.03763544 1.97623591 6.58418006
9361.41350601 3.75313386 -0.03059075 3.72254311 6.58432813
9361.52638142 1.65642281 -0.02395236 1.63247046 6.58445846
9361.63925683 -2.13327185 -0.01772592 -2.15099777 6.58457292
9361.75213224 -3.74260878 -0.01191629 -3.75452507 6.58467321
9361.86500765 -1.52672955 -0.00652759 -1.53325714 6.58476091
9361.97788306 2.24957742 -0.00156325 2.24801417 6.58483741
9362.09075847 3.72665398 0.00297399 3.72962797 6.58490397
9362.20363388 1.39482133 0.00708207 1.40190340 6.58496173
9362.31650929 -2.36261935 0.01075964 -2.35185971 6.58501168
9362.42938470 -3.70529261 0.01400610 -3.69128651 6.58505470
9362.54226011 -1.26088952 0.01682162 -1.24406790 6.58509156
9362.65513552 2.47223362 0.01920719 2.49144081 6.58512292
9362.76801093 3.67855565 0.02116465 3.69972030 6.58514933
9362.88088634 1.12512843 0.02269673 1.14782516 6.58517128
9362.99376175 -2.57826121 0.02380706 -2.55445415 6.58518914
9363.10663716 -3.64648190 0.02450018 -3.62198172 6.58520322
9363.21951257 -0.98773502 0.02478151 -0.96295351 6.58521375
9363.33238798 2.68054830 0.02465738 2.70520568 6.58522089
9363.44526339 3.60911789 0.02413495 3.63325283 6.58522474
9363.55813880 0.84890863 0.02322216 0.87213079 6.58522534
9363.67101421 -2.77894649 0.02192773 -2.75701876 6.58522266
9363.78388962 -3.56651782 0.02026103 -3.54625679 6.58521663
9363.89676503 -0.70885064 0.01823204 -0.69061861 6.58520712
9364.00964044 2.87331303 0.01585128 2.88916430 6.58519396
9364.12251585 3.51874350 0.01312973 3.53187323 6.58517694
9364.23539126 0.56776427 0.01007879 0.57784306 6.58515577
9364.34826667 -2.96351100 0.00671020 -2.95680080 6.58513016
9364.46114208 -3.46586424 0.00303600 -3.46282824 6.58509975
9364.57401749 -0.42585420 -0.00093146 -0.42678565 6.58506416
9364.68689290 3.04940956 -0.00517957 3.04422999 6.58502294
9364.79976831 3.40795676 -0.00969542 3.39826134 6.58497563
9364.91264372 0.28332630 -0.01446578 0.26886051 6.58492172
9365.02551913 -3.13088408 -0.01947704 -3.15036112 6.58486065
9365.13839454 -3.34510506 -0.02471512 -3.36982018 6.58479185
9365.25126995 -0.14038735 -0.03016539 -0.17055275 6.58471469
9365.36414536 3.20781636 -0.03581257 3.17200379 6.58462854
9365.47702077 3.27740033 -0.04164056 3.23575978 6.58453272
9365.58989619 -0.00275526 -0.04763231 -0.05038758 6.58442654
9365.70277160 -3.28009478 -0.05376970 -3.33386449 6.58430930
9365.81564701 -3.20494081 -0.06003334 -3.26497415 6.58418030
9365.92852242 0.14589388 -0.06640242 0.07949147 6.58403883
9366.04139783 3.34761450 -0.07285456 3.27475994 6.58388423
9366.15427324 3.12783160 -0.07936566 3.04846594 6.58371586
9366.26714865 -0.28882084 -0.08590977 -0.37473061 6.58353315
9366.38002406 -3.41027754 -0.09245897 -3.50273651 6.58333558
9366.49289947 -3.04618458 -0.09898325 -3.14516783 6.58312275
9366.60577488 0.43132878 -0.10545052 0.32587827 6.58289438
9366.71865029 3.46799301 -0.11182651 3.35616650 6.58265033
9366.83152570 2.96011820 -0.11807482 2.84204338 6.58239062
9366.94440111 -0.57321096 -0.12415699 -0.69736795 6.58211549
9367.05727652 -3.52067716 -0.13003258 -3.65070975 6.58182538
9367.17015193 -2.86975732 -0.13565938 -3.00541670 6.58152096
9367.28302734 0.71426153 -0.14099359 0.57326794 6.58120317
9367.39590275 3.56825357 -0.14599012 3.42226345 6.58087322
9367.50877816 2.77523304 -0.15060295 2.62463009 6.58053257
9367.62165357 -0.85427586 -0.15478555 -1.00906141 6.58018296
9367.73452898 -3.61065321 -0.15849132 -3.76914453 6.57982638
9367.84740439 -2.67668250 -0.16167416 -2.83835666 6.57946508
9367.96027980 0.99305082 -0.16428905 0.82876177 6.57910151
9368.07315521 3.64781456 -0.16629268 3.48152188 6.57873827
9368.18603062 2.57424867 -0.16764419 2.40660448 6.57837813
9368.29890603 -1.13038508 -0.16830584 -1.29869091 6.57802389
9368.41178144 -3.67968372 -0.16824378 -3.84792750 6.57767838
9368.52465685 -2.46808015 -0.16742883 -2.63550898 6.57734438
9368.63753226 1.26607939 -0.16583722 1.10024217 6.57702452
9368.75040767 3.70621445 -0.16345133 3.54276312 6.57672126
9368.86328308 2.35833098 -0.16026040 2.19807058 6.57643680
9368.97615849 -1.39993689 -0.15626117 -1.55619805 6.57617301
9369.08903390 -3.72736826 -0.15145848 -3.87882674 6.57593141
9369.20190931 -2.24516038 -0.14586575 -2.39102613 6.57571313
9369.31478472 1.53176338 -0.13950535 1.39225804 6.57551885
9369.42766013 3.74311446 -0.13240887 3.61070559 6.57534884
9369.54053554 2.12873253 -0.12461725 2.00411528 6.57520294
9369.65341095 -1.66136762 -0.11618074 -1.77754836 6.57508061
9369.76628636 -3.75343021 -0.10715872 -3.86058893 6.57498095
9369.87916177 -2.00921635 -0.09761932 -2.10683567 6.57490276
9369.99203718 1.78856156 -0.08763895 1.70092261 6.57484460
9370.10491259 3.75830053 -0.07730155 3.68099898 6.57480489
9370.21778800 1.88678523 -0.06669778 1.82008745 6.57478195
9370.33066341 -1.91316069 -0.05592399 -1.96908468 6.57477408
9370.44353882 -3.75771837 -0.04508106 -3.80279943 6.57477964
9370.55641423 -1.76161679 -0.03427318 -1.79588997 6.57479709
9370.66928964 2.03498423 -0.02360641 2.01137782 6.57482504
9370.78216505 3.75168456 -0.01318726 3.73849730 6.57486228
9370.89504046 1.63389262 -0.00312117 1.63077144 6.57490779
9371.00791587 -2.15385545 0.00648899 -2.14736646 6.57496071
9371.12079128 -3.74020787 0.01554452 -3.72466335 6.57502037
9371.23366670 -1.50379802 0.02395231 -1.47984572 6.57508619
9371.34654211 2.26960189 0.03162629 2.30122818 6.57515766
9371.45941752 3.72330494 0.03848878 3.76179372 6.57523431
9371.57229293 1.37152174 0.04447168 1.41599342 6.57531559
9371.68516834 -2.38205562 0.04951755 -2.33253807 6.57540089
9371.79804375 -3.70100029 0.05358048 -3.64741981 6.57548946
9371.91091916 -1.23725567 0.05662680 -1.18062887 6.57558034
9372.02379457 2.49105350 0.05863562 2.54968912 6.57567242
9372.13666998 3.67332629 0.05959906 3.73292535 6.57576437
9372.24954539 1.10119461 0.05952239 1.16071700 6.57585471
9372.36242080 -2.59643740 0.05842384 -2.53801356 6.57594182
9372.47529621 -3.64032308 0.05633428 -3.58398880 6.57602399
9372.58817162 -0.96353596 0.05329665 -0.91023930 6.57609951
9372.70104703 2.69805443 0.04936521 2.74741964 6.57616674
9372.81392244 3.60203854 0.04460464 3.64664318 6.57622421
9372.92679785 0.82447942 0.03908893 0.86356835 6.57627068
9373.03967326 -2.79575715 0.03290024 -2.76285691 6.57630526
9373.15254867 -3.55852822 0.02612753 -3.53240070 6.57632745
9373.26542408 -0.68422673 0.01886522 -0.66536152 6.57633721
9373.37829949 2.88940384 0.01121174 2.90061558 6.57633502
9373.49117490 3.50985524 0.00326810 3.51312334 6.57632188
9373.60405031 0.54298139 -0.00486359 0.53811780 6.57629932
9373.71692572 -2.97885862 -0.01308150 -2.99194012 6.57626936
9373.82980113 -3.45609022 -0.02128546 -3.47737568 6.57623449
9373.94267654 -0.40094829 -0.02937823 -0.43032652 6.57619755
9374.05555195 3.06399172 -0.03726666 3.02672506 6.57616172
9374.16842736 3.39731115 -0.04486277 3.35244838 6.57613035
9374.28130277 0.25833350 -0.05208466 0.20624884 6.57610689
9374.39417818 -3.14467962 -0.05885733 -3.20353695 6.57609476
9374.50705359 -3.33360331 -0.06511325 -3.39871656 6.57609726
9374.61992900 -0.11534393 -0.07079291 -0.18613684 6.57611743
9374.73280441 3.22080527 -0.07584512 3.14496015 6.57615798
9374.84567982 3.26505913 -0.08022720 3.18483193 6.57622118
9374.95855523 -0.02781298 -0.08390500 -0.11171798 6.57630884
9375.07143064 -3.29225822 -0.08685280 -3.37911103 6.57642219
9375.18430605 -3.19177805 -0.08905313 -3.28083118 6.57656192
9375.29718146 0.17092955 -0.09049635 0.08043319 6.57672813
9375.41005687 3.35893482 -0.09118030 3.26775451 6.57692035
9375.52293228 3.11386639 -0.09110973 3.02275666 6.57713757
9375.63580769 -0.31379813 -0.09029571 -0.40409383 6.57737829
9375.74868310 -3.42073832 -0.08875503 -3.50949335 6.57764055
9375.86155851 -3.03143717 -0.08650954 -3.11794671 6.57792204
9375.97443392 0.45621145 -0.08358542 0.37262603 6.57822013
9376.08730933 3.47757906 -0.08001255 3.39756651 6.57853200
9376.20018474 2.94460999 -0.07582381 2.86878619 6.57885466
9376.31306015 -0.59796292 -0.07105445 -0.66901736 6.57918505
9376.42593556 -3.52937459 -0.06574149 -3.59511608 6.57952015
9376.53881097 -2.85351082 -0.05992318 -2.91343400 6.57985696
9376.65168638 0.73884686 -0.05363846 0.68520840 6.58019266
9376.76456179 3.57604975 -0.04692658 3.52912317 6.58052457
9376.87743721 2.75827181 -0.03982669 2.71844513 6.58085023
9376.99031262 -0.87865890 -0.03237755 -0.91103645 6.58116744
9377.10318803 -3.61753683 -0.02461730 -3.64215414 6.58147425
9377.21606344 -2.65903115 -0.01658332 -2.67561447 6.58176897
9377.32893885 1.01719619 -0.00831208 1.00888412 6.58205022
9377.44181426 3.65377564 0.00016087 3.65393652 6.58231684
9377.55468967 2.55593280 0.00880088 2.56473368 6.58256799
9377.66756508 -1.15425775 0.01757415 -1.13668360 6.58280303
9377.78044049 -3.68471361 0.02644764 -3.65826597 6.58302157
9377.89331590 -2.44912634 0.03538891 -2.41373743 6.58322343
9378.00619131 1.28964473 0.04436602 1.33401075 6.58340861
9378.11906672 3.71030585 0.05334729 3.76365314 6.58357728
9378.23194213 2.33876673 0.06230121 2.40106794 6.58372979
9378.34481754 -1.42316071 0.07119621 -1.35196450 6.58386656
9378.45769295 -3.73051524 0.08000057 -3.65051467 6.58398818
9378.57056836 -2.22501407 0.08868224 -2.13633183 6.58409530
9378.68344377 1.55461200 0.09720876 1.65182076 6.58418866
9378.79631918 3.74531245 0.10554721 3.85085966 6.58426908
9378.90919459 2.10803339 0.11366416 2.22169755 6.58433740
9379.02207000 -1.68380787 0.12152570 -1.56228217 6.58439456
9379.13494541 -3.75467601 0.12909749 -3.62557852 6.58444148
9379.24782082 -1.98799441 0.13634488 -1.85164952 6.58447914
9379.36069623 1.81056090 0.14323307 1.95379397 6.58450853
9379.47357164 3.75859235 0.14972728 3.90831963 6.58453064
9379.58644705 1.86507127 0.15579302 2.02086429 6.58454647
9379.69932246 -1.93468720 0.16139634 -1.77329086 6.58455700
9379.81219787 -3.75705578 0.16650415 -3.59055163 6.58456320
9379.92507328 -1.73944232 0.17108455 -1.56835776 6.58456600
9380.03794869 2.05600668 0.17510718 2.23111385 6.58456629
9380.15082410 3.75006852 0.17854354 3.92861206 6.58456493
9380.26369951 1.61128981 0.18136739 1.79265720 6.58456269
9380.37657492 -2.17434333 0.18355508 -1.99078825 6.58456028
9380.48945033 -3.73764073 0.18508589 -3.55255484 6.58455834
9380.60232574 -1.48079966 0.18594231 -1.29485735 6.58455741
9380.71520115 2.28952548 0.18611035 2.47563583 6.58455795
9380.82807656 3.71979042 0.18557975 3.90537017 6.58456029
9380.94095197 1.34816120 0.18434421 1.53250541 6.58456469
9381.05382738 -2.40138603 0.18240149 -2.21898453 6.58457129
9381.16670279 -3.69654349 0.17975356 -3.51678993 6.58458012
9381.27957820 -1.21356684 0.17640659 -1.03716024 6.58459113
9381.39245361 2.50976267 0.17237099 2.68213366 6.58460414
9381.50532902 3.66793367 0.16766131 3.83559498 6.58461892
9381.61820443 1.07721185 0.16229614 1.23950800 6.58463513
9381.73107984 -2.61449819 0.15629798 -2.45820021 6.58465237
9381.84395525 -3.63400247 0.14969297 -3.48430950 6.58467020
9381.95683066 -0.93929406 0.14251072 -0.79678335 6.58468810
9382.06970607 2.71544064 0.13478397 2.85022461 6.58470555
9382.18258148 3.59479912 0.12654834 3.72134746 6.58472200
9382.29545689 0.80001356 0.11784197 0.91785554 6.58473690
9382.40833230 -2.81244356 0.10870519 -2.70373838 6.58474970
9382.52120772 -3.55038048 0.09918015 -3.45120033 6.58475988
9382.63408313 -0.65957242 0.08931050 -0.57026192 6.58476694
9382.74695854 2.90536624 0.07914099 2.98450723 6.58477043
9382.85983395 3.50081100 0.06871718 3.56952818 6.58476991
9382.97270936 0.51817437 0.05808503 0.57625940 6.58476502
9383.08558477 -2.99407385 0.04729062 -2.94678323 6.58475542
9383.19846018 -3.44616260 0.03637984 -3.40978276 6.58474083
9383.31133559 -0.37602456 0.02539809 -0.35062647 6.58472099
9383.42421100 3.07843770 0.01439001 3.09282772 6.58469568
9383.53708641 3.38651455 0.00339928 3.38991383 6.58466469
9383.64996182 0.23332923 -0.00753168 0.22579754 6.58462785
9383.76283723 -3.15833540 -0.01836181 -3.17669721 6.58458495
9383.87571264 -3.32195341 -0.02905162 -3.35100502 6.58453580
9383.98858805 -0.09029538 -0.03956332 -0.12985870 6.58448015
9384.10146346 3.23365104 -0.04986094 3.18379010 6.58441774
9384.21433887 3.25257282 -0.05991039 3.19266243 6.58434825
9384.32721428 -0.05286947 -0.06967953 -0.12254900 6.58427130
9384.44008969 -3.30427534 -0.07913823 -3.38341357 6.58418645
9384.55296510 -3.17847344 -0.08825833 -3.26673177 6.58409319
9384.66584051 0.19595761 -0.09701368 0.09894394 6.58399096
9384.77871592 3.37010585 -0.10538007 3.26472578 6.58387912
9384.89159133 3.09976279 -0.11333523 2.98642756 6.58375703
9385.00446674 -0.33876147 -0.12085873 -0.45962020 6.58362398
9385.11734215 -3.43104706 -0.12793196 -3.55897902 6.58347928
9385.23021756 -3.01655504 -0.13453801 -3.15109305 6.58332226
9385.34309297 0.48107385 -0.14066161 0.34041224 6.58315231
9385.45596838 3.48701056 -0.14628909 3.34072147 6.58296889
9385.56884379 2.92897092 -0.15140826 2.77756266 6.58277162
9385.68171920 -0.62268829 -0.15600841 -0.77869670 6.58256025
9385.79459461 -3.53791516 -0.16008021 -3.69799537 6.58233476
9385.90747002 -2.83713750 -0.16361574 -3.00075324 6.58209534
9386.02034543 0.76339936 -0.16660845 0.59679091 6.58184247
9386.13322084 3.58368700 -0.16905320 3.41463379 6.58157692
9386.24609625 2.74118800 -0.17094631 2.57024169 6.58129976
9386.35897166 -0.90300289 -0.17228560 -1.07528849 6.58101240
9386.47184707 -3.62425968 -0.17307053 -3.79733020 6.58071655
9386.58472248 -2.64126162 -0.17330227 -2.81456389 6.58041425
9386.69759789 1.04129636 -0.17298389 0.86831247 6.58010782
9386.81047330 3.65957434 -0.17212047 3.48745386 6.57979984
9386.92334871 2.53750334 -0.17071930 2.36678404 6.57949311
9387.03622412 -1.17807913 -0.16879000 -1.34686913 6.57919056
9387.14909953 -3.68957974 -0.16634475 -3.85592449 6.57889523
9387.26197494 -2.43006369 -0.16339841 -2.59346210 6.57861021
9387.37485035 1.31315276 -0.15996865 1.15318411 6.57833848
9387.48772576 3.71423235 -0.15607609 3.55815627 6.57808293
