9022.67440000 -3.12709208 0.76892434 -2.35816775 5.89795531
9022.78727541 -0.12290629 0.77837119 0.65546490 5.90125249
9022.90015082 -0.39668387 0.78639101 0.38970715 5.90430005
9023.01302623 -3.27840460 0.79289503 -2.48550957 5.90710307
9023.12590164 -5.41400595 0.79779250 -4.61621345 5.90966666
9023.23877705 -4.19599137 0.80099164 -3.39499973 5.91199569
9023.35165246 -0.43109288 0.80240065 0.37130777 5.91409466
9023.46452787 2.48157202 0.80192876 3.28350078 5.91596756
9023.57740328 2.02188274 0.79948732 2.82137006 5.91761780
9023.69027869 -0.87834935 0.79499103 -0.08335832 5.91904823
9023.80315410 -2.79060111 0.78835907 -2.00224205 5.92026118
9023.91602951 -1.29669177 0.77951634 -0.51717543 5.92125851
9024.02890492 2.53680928 0.76839469 3.30520397 5.92204177
9024.14178033 5.24586187 0.75493405 6.00079592 5.92261232
9024.25465574 4.50666114 0.73908364 5.24574477 5.92297151
9024.36753115 1.50799627 0.72080304 2.22879931 5.92312082
9024.48040656 -0.26644302 0.70006327 0.43362025 5.92306206
9024.59328197 1.39877468 0.67684768 2.07562237 5.92279749
9024.70615738 5.18401987 0.65115284 5.83517270 5.92232990
9024.81903279 7.58100686 0.62298922 8.20399608 5.92166277
9024.93190820 6.47629752 0.59238183 7.06867935 5.92080021
9025.04478361 3.30931800 0.55937061 3.86868860 5.91974701
9025.15765902 1.59925232 0.52401069 2.12326302 5.91850853
9025.27053443 3.34644571 0.48637257 3.83281828 5.91709061
9025.38340984 6.98635389 0.44654194 7.43289584 5.91549938
9025.49628525 8.98725961 0.40461947 9.39187908 5.91374102
9025.60916067 7.45878293 0.36072033 7.81950326 5.91182152
9025.72203608 4.08303451 0.31497354 4.39800805 5.90974637
9025.83491149 2.39463953 0.26752113 2.66216066 5.90752022
9025.94778690 4.16757656 0.21851713 4.38609370 5.90514654
9026.06066231 7.60174618 0.16812636 7.76987253 5.90262727
9026.17353772 9.16272890 0.11652306 9.27925196 5.89996245
9026.28641313 7.19436753 0.06388944 7.25825697 5.89714989
9026.39928854 3.61185288 0.01041400 3.62226688 5.89418484
9026.51216395 1.94485480 -0.04371021 1.90114459 5.89105974
9026.62503936 3.73075620 -0.09828737 3.63246882 5.88776393
9026.73791477 6.94436030 -0.15312081 6.79123949 5.88428346
9026.85079018 8.06901751 -0.20801490 7.86100262 5.88060097
9026.96366559 5.69232302 -0.26277698 5.42954604 5.87669557
9027.07654100 1.95131378 -0.31721927 1.63409451 5.87254280
9027.18941641 0.35005937 -0.37116067 -0.02110130 5.86811465
9027.30229182 2.18021524 -0.42442857 1.75578666 5.86337966
