#time rv erv jitter rvnoplanet tlab
9156.45180000 -6.81018026 1.60000000 1.61584153 0.04058603 0
9156.58530000 -3.40098026 1.61000000 1.62574409 0.10959795 0
9161.35990000 10.00051974 3.26000000 3.26780413 1.20634554 0
9161.45050000 10.00051974 3.97000000 3.97641092 2.79951172 0
9161.57320000 3.75901974 1.63000000 1.64555275 0.13188944 0
9161.67240000 3.75901974 2.18000000 2.19165322 1.36466673 0
9163.37740000 5.80521974 2.99000000 2.99850694 -0.33573970 0
9163.49920000 1.63051974 3.03000000 3.03839494 -1.19254354 0
9173.89166300 -3.96840004 1.94800000 1.97226634 1.10157593 1
9173.98061900 -3.96840004 1.49500000 1.52648469 -0.86653591 1
9180.87360100 4.20389996 1.27900000 1.31566390 -1.49653644 1
9180.95909500 4.20389996 1.26100000 1.29817237 1.33622655 1
9181.03144600 0.98709996 1.49000000 1.52158815 -0.18013602 1
9181.84025000 -0.61560004 1.80300000 1.82919094 -0.70024397 1
9181.93144000 2.70699996 1.34200000 1.37698747 0.12132073 1
9182.01258800 4.95419996 2.00700000 2.03056137 0.45875711 1
9182.81351100 1.55669996 2.14800000 2.17003099 -0.90397380 1
9182.89215700 1.55669996 1.51500000 1.54607746 1.31498365 1
9182.97942800 -2.41120004 1.43300000 1.46581701 0.18211680 1
9183.07998700 -4.85460004 2.03400000 2.05725217 -0.62115629 1
9183.76783100 -5.29660004 2.26200000 2.28293112 -0.54558022 1
9183.99423600 0.40459996 1.52100000 1.55195731 -0.52564908 1
9184.07505300 2.40309996 1.94500000 1.96930330 0.24280231 1
9185.03483500 -1.95990004 1.11500000 1.15687316 0.34219222 1
9173.89166300 -3.96485517 1.19300000 1.23460371 1.10512080 2
9173.98061900 -3.96485517 0.95900000 1.01028625 -0.86299104 2
9180.87360100 4.20744483 0.82300000 0.88222804 -1.49299157 2
9180.95909500 4.20744483 0.82300000 0.88222804 1.33977142 2
9181.03144600 0.99064483 0.90400000 0.95823448 -0.17659115 2
9181.84025000 -0.61205517 1.08900000 1.13442422 -0.69669910 2
9181.93144000 2.71054483 0.85200000 0.90934114 0.12486559 2
9182.01258800 4.95774483 1.21300000 1.25394031 0.46230198 2
9182.81351100 1.56024483 1.25900000 1.29849078 -0.90042893 2
9182.89215700 1.56024483 0.93500000 0.98753345 1.31852851 2
9182.97942800 -2.40765517 0.88200000 0.93750803 0.18566167 2
9183.07998700 -4.85105517 1.08800000 1.13346430 -0.61761142 2
9183.76783100 -5.29305517 1.10000000 1.14498791 -0.54203535 2
9183.83016000 -3.45305517 1.62600000 1.65676592 0.43728001 2
9183.99423600 0.40814483 0.90100000 0.95540479 -0.52210421 2
9184.07505300 2.40664483 1.04700000 1.09416923 0.24634718 2
9185.03483500 -1.95635517 0.64700000 0.72083723 0.34573709 2
9515.03853500 -6.98160538 1.18000000 1.21982212 -0.19994525 3
9520.12791300 -0.61460538 1.37100000 1.40542058 0.18682637 3
9525.86479500 8.54739462 1.76500000 1.79186802 0.33522837 3
9529.92015500 1.11939462 1.38200000 1.41615324 -0.00643588 3
9537.98931800 -2.30020538 1.02500000 1.07060310 -0.24269332 3
9538.85193900 1.61759462 1.28200000 1.31874562 0.58667641 3
9539.81052300 0.73929462 1.28800000 1.32457918 -1.24145887 3
9539.85581000 3.80149462 1.07900000 1.12241124 0.44377642 3
9539.99340700 7.94999462 1.53900000 1.56974106 -0.05446469 3
9540.05145100 9.40919462 1.40800000 1.44153737 0.38355410 3
9515.03853500 -6.96345564 0.76300000 0.85510418 -0.18179552 4
9520.12791300 -0.59645564 0.79000000 0.87928048 0.20497611 4
9525.86479500 8.56554436 0.97300000 1.04678707 0.35337810 4
9529.92015500 1.13754436 0.84000000 0.92446426 0.01171386 4
9537.98931800 -2.28205564 0.64800000 0.75427990 -0.22454358 4
9538.85193900 1.63574436 0.72600000 0.82225918 0.60482615 4
9539.81052300 0.75744436 0.63700000 0.74485110 -1.22330914 4
9539.85581000 3.81964436 0.61700000 0.72782083 0.46192616 4
9539.99340700 7.96814436 0.91000000 0.98850097 -0.03631496 4
9540.05145100 9.42734436 0.78700000 0.87658608 0.40170383 4
9119.98960300 -0.96787901 3.27190000 3.29135004 1.12990421 5
9120.00035400 -0.96787901 3.66450000 3.68187666 1.51506666 5
9123.01541500 -2.76747901 3.10730000 3.12777377 -0.17249122 5
9123.02619000 -2.76747901 3.17350000 3.19354939 -0.56153937 5
9123.03701500 -2.76747901 3.15310000 3.17327828 -0.95275527 5
9153.02322600 11.08092099 3.89150000 3.90786741 0.94978849 5
9153.03398700 11.08092099 3.62250000 3.64007716 0.80150950 5
9156.94231400 -10.15267901 3.80400000 3.82074226 0.21605369 5
9156.95302500 -10.15267901 3.82120000 3.83786723 0.35713874 5
9157.02692200 -10.15267901 3.84400000 3.86056880 0.39597170 5
9157.03760300 -10.15267901 3.81180000 3.82850816 0.26813539 5
9188.86894200 11.44442099 3.73350000 3.75055699 0.52599806 5
9188.87962500 11.44442099 5.11920000 5.13165315 0.84129909 5
9188.95689200 7.81542099 3.06070000 3.08148340 -0.16694870 5
9188.97109800 7.81542099 3.45600000 3.47441959 0.31926773 5
9188.98530600 7.81542099 3.05330000 3.07413343 0.78716507 5
9189.79770700 1.04932099 3.18190000 3.20189679 -0.55209858 5
9189.80840100 1.04932099 3.17760000 3.19762368 -0.58756130 5
9189.86777100 1.04932099 3.12580000 3.14615338 -1.33126403 5
9189.87845300 1.04932099 3.08280000 3.10343540 -1.54739735 5
9242.89031000 5.96192099 4.10090000 4.11643490 0.10501839 5
9242.90098900 5.96192099 4.07770000 4.09332295 -0.10008687 5
9242.91167100 5.96192099 4.07780000 4.09342256 -0.27757911 5
9242.92235000 5.96192099 4.23370000 4.24874936 -0.42541563 5
9242.93303400 5.96192099 3.76770000 3.78460285 -0.54204942 5
9242.94373200 5.96192099 4.03720000 4.05297906 -0.62615391 5
9244.83737200 -2.33867901 3.98700000 4.00297695 -0.12632978 5
9244.84805100 -2.33867901 3.77920000 3.79605165 -0.40709615 5
9244.85874800 -2.33867901 3.76390000 3.78081984 -0.67635951 5
9244.92806500 0.43742099 3.76070000 3.77763417 0.84642223 5
9244.93874900 0.43742099 3.80410000 3.82084183 0.75459998 5
9247.74093000 -7.24607901 4.88470000 4.89774944 -0.19882752 5
9247.74949800 -7.24607901 4.59520000 4.60906916 -0.00368917 5
9247.75806500 -7.24607901 4.68460000 4.69820525 0.20505277 5
9247.76664900 -7.24607901 5.29070000 5.30275041 0.42643717 5
