inj_period,inj_tp,inj_e,inj_w,inj_k,rec_period,rec_tp,rec_e,rec_w,rec_k,recovered,bic,bic_thresh
18.360891424039174,16.46492918034816,0.4561288017826669,0.35981921134484096,0.18838025883319068,,,,,,False,-9.743840543583588,11.92813648572588
1.252115269898119,0.6089521949531276,0.057306818990153365,4.966113875124901,26.46780761186661,1.252115269908119,2455199.5837552277,0.07760896271443912,-1.229522351911492,26.972901659622195,True,501.0941617532759,11.92813648572588
1.0904142670155146,0.6845769307351813,0.13847091116162533,3.7262926406666277,1.3500625644264859,,,,,,False,8.252370775978306,11.92813648572588
1.6175386478438467,0.20698199399847217,0.009625454228414671,4.37113083212431,23.341777477611295,1.617538647616999,2455200.73121811,0.018821005957581224,-1.6141310506985582,23.600746364406742,True,497.0778753068936,11.92813648572588
0.5458274478441534,0.4840833321585228,0.016014567456734036,5.1726354199710505,0.10241577295104452,,,,,,False,-9.872179851220949,11.92813648572588
35.359352475395944,0.07724541284393116,0.03624053983411346,3.3845194225079345,16.033257387635548,35.359352536793395,2455212.8990789456,0.037137616459363705,-2.7437196154414334,15.85493338460004,True,363.40155228639173,11.92813648572588
5.022388042476395,3.0786746286084226,0.6834679289932523,6.141912195566433,50.17595553231687,5.022388042389362,2455197.4743288006,0.6786315492572578,-0.13875240320178597,50.10673351396106,True,89.08155206242486,11.92813648572588
43.29138280366916,30.797017457358898,0.3234321292878519,0.630697471098384,0.3630588679883013,,,,,,False,-8.748738580536724,11.92813648572588
2.593447634447158,1.95009016878234,0.08315534954082295,3.6321271327938103,7.534341455339556,2.593447634375564,2455200.8267854927,0.11512429446341076,-2.3223660558994297,7.470989149072698,True,202.49895815049592,11.92813648572588
5.159344401836054,1.7697826883466168,0.4383778624258984,3.602828081285998,35.3221222479184,5.159344401452378,2455199.6455818713,0.4332630974729152,-2.658740520703404,35.29779495541176,True,190.8261479809173,11.92813648572588
0.6997052770490443,0.5184169146697918,0.04041688283416017,2.579792434586981,7.801505319518147,0.6997052770490443,2455202.375282157,9.822446496846349e-22,0.0,7.852742781067557,True,217.2774558506319,11.92813648572588
3.034177261459443,1.337273430463904,0.04483469302049064,2.1205582062059647,0.6626432400083697,,,,,,False,-4.076320793502987,11.92813648572588
1.6582614159224698,1.2149096132027442,0.39931408069064744,6.145102384442745,64.26028804709651,1.6582614159224698,2455199.8516200082,0.40323640229405605,-0.1436730298379401,64.44799228637449,True,236.21920963967978,11.92813648572588
4.648432920533247,3.58370656864088,0.5246843158459084,5.040134636117884,16.11121603348399,4.648432919426283,2455198.94277854,0.5464593474074388,-1.2113442351051147,16.98043705475415,True,158.76704462143164,11.92813648572588
0.9047994731513492,0.5993506444531524,0.786717433638784,3.093899933358624,0.20875848027211039,,,,,,False,-9.025008346457753,11.92813648572588
3.320126464841641,2.576634010746609,0.36906204484496585,1.7251224632645605,1.669193919176501,3.3201264663871597,2455199.217624409,0.40593207919074986,0.9971992105487945,2.066326909355966,True,15.67743854427431,11.92813648572588
1.0139827957933514,0.6768400767800858,0.10520714771853595,3.1464181341438473,50.00807437488154,1.0139827849435066,2455203.851936038,0.103233624708846,-3.0389809636801113,50.01485727231481,True,554.0719927748289,11.92813648572588
1.329870995020968,0.9070336467194317,0.22683198308280958,0.5407809554590214,0.6984836980880106,,,,,,False,2.137838108405049,11.92813648572588
3.4903665852294603,2.4285782893958543,0.29152853004328455,2.253836273442911,1.890542389399313,3.4903665860649555,2455199.745416467,0.20575697830152756,2.3646006277390392,1.9028333928786088,True,21.20560314832403,11.92813648572588
0.5371670949473678,0.3296245209071693,0.2516726953763512,4.692027978459549,0.43781285738493547,,,,,,False,-6.433564956719238,11.92813648572588
0.7910163837976775,0.47040244851061125,0.10717731053950873,3.6167424162602773,4.920315567063031,0.7910163837360985,2455202.207544117,0.10686655186139021,-2.6863793759331855,4.905744595921348,True,126.05094690207193,11.92813648572588
3.2365329787955766,2.0817420176325703,0.27456605255356703,1.4326923219887997,34.16677858682116,3.2365329787574963,2455200.3885047436,0.2824397932669518,1.4079904668900105,33.76974614039815,True,344.68713576925586,11.92813648572588
0.7037804432610968,0.29614374390822024,0.029120102165933207,4.096585675451705,0.4589273216784665,,,,,,False,-7.684102968321099,11.92813648572588
0.5319145390914084,0.2447443401879605,0.20008474835334802,0.13353637447854969,0.74075977713454,,,,,,False,6.708274941523882,11.92813648572588
