1.65532   5.42613   3.77081     K0.5V            GJ_27_
1.65762   4.91578   3.25815     F7V              GJ_3376_
1.65903   5.09831   3.43928     G7V              GJ_3255_
1.66422   5.48521   3.82098     G9V              HD_136923_
1.6668    5.40059   3.73379     G9V              HD_116956_
1.66831   5.19459   3.52628     K0V              GJ_758_
1.67085   5.44113   3.77028     K1               GJ_637.1_
1.68124   5.13097   3.44973     K0V              GJ_614_
1.68185   5.44563   3.76377     G9V              *_pi.01_UMi_B_
1.68383   5.61572   3.93189     K0V_Fe-1.3       GJ_295_
1.68723   5.49895   3.81172     G9V              GJ_9823_
1.68885   5.48423   3.79538     K0V              GJ_3507_
1.68904   5.09187   3.40284     G9V              GJ_700.2_
1.69092   5.45925   3.76834     K0               GJ_396_
1.69444   5.52821   3.83377     G9V(k)           GJ_354.1_
1.69816   5.57757   3.87941     K1V              GJ_4268_
1.69949   4.81963   3.12014     G5V              GJ_137_
1.7011    5.34408   3.64298     K0V              HD_149806_
1.70616   5.67547   3.96931     G8V              GJ_611_A_
1.70832   5.66403   3.9557      G9.5V            GJ_9833_
1.70858   5.68891   3.98033     K0               GJ_675_
1.71034   5.49349   3.78315     K0.5V            GJ_264.1_B_
1.71253   5.5591    3.84657     K0/1V            V*_EX_Cet_
1.71657   5.54924   3.83267     K0V              GJ_227_
1.71768   5.2331    3.51542     K0IV-V           GJ_324_A_
1.71832   5.83626   4.11793     K0V              GJ_432_A_
1.71895   5.5467    3.82775     K1               GJ_211_
1.72355   5.5767    3.85315     K1V              GJ_631_
1.73039   5.74296   4.01257     K1V              GJ_309_
1.73387   5.55609   3.82221     K0V              GJ_3917_
1.73817   6.12327   4.38511     K3               GJ_216_B_
1.74004   5.40476   3.66473     K0V              GJ_895.4_
1.74581   5.70787   3.96206     K0V              HD_135599_
1.7463    5.72967   3.98337     K1(V)            GJ_54.2_B_
1.74968   5.58311   3.83343     K1V              GJ_68_
1.75047   5.6864    3.93593     K1V              GJ_569.1_
1.75349   5.75142   3.99793     G9V              GJ_3781_
1.76307   5.56077   3.79771     K0V              GJ_783.2_A_
1.76491   5.57587   3.81096     K2               GJ_113_A_
1.76514   5.65264   3.88749     K0IV-V           HD_119332_
1.76815   5.52079   3.75264     K0V              GJ_217_
1.76856   5.73423   3.96567     K1.5V            GJ_86_
1.76868   5.71927   3.95059     K0V              GJ_1175_
1.76989   5.68078   3.91089     K0V              GJ_166_A_
1.7708    5.76485   3.99406     K1V              GJ_4343_
1.78111   5.78746   4.00635     K0.5V            GJ_56.5_
1.79277   5.85825   4.06548     K1V              GJ_3651_
1.79575   5.9266    4.13085     K2V              GJ_144.0_
1.81169   5.66104   3.84935     K0               GJ_348_B_
1.81191   5.79952   3.98761     K1V              GJ_544_A_
1.8171    5.70761   3.8905      K2V              GJ_152_
1.81904   5.74615   3.92711     K2Vk:            GJ_3476_
1.8255    6.38622   4.56072     K1V_Fe-1.5       GJ_451_
1.82566   5.8226    3.99694     K1V              GJ_3615_
1.82649   5.7991    3.97261     G8V              GJ_4138_
1.8287    5.62727   3.79858     K2               GJ_90_
1.83244   5.62461   3.79217     K1V              GJ_259_
1.83314   5.88088   4.04774     K1V              GJ_3827_
1.83704   5.85806   4.02102     K1V              GJ_472_
1.83727   5.84853   4.01127     G5V              HD_59747_
1.83748   5.37698   3.53951     K2III-IV         GJ_828_A_
1.83881   5.76749   3.92868     K1V              GJ_9112_
1.84206   5.50007   3.65801     ~                HD_191499A_
1.84491   5.8384    3.99349     K0V              HD_216520_
1.84954   5.60174   3.7522      K2               GJ_894.2_B_
1.85586   5.71674   3.86089     K1V              GJ_3769_
1.85769   6.11122   4.25353     K2.5V            GJ_33_
1.85955   5.74231   3.88277     K1V              GJ_586_B_
1.85991   5.93367   4.07376     K1V              GJ_3358_
1.86065   5.96436   4.10371     K2V              GJ_716_
1.86511   5.15524   3.29013     K3VaCN1          GJ_770_
1.86588   5.84554   3.97966     K2V              GJ_4320_
1.8789    5.84018   3.96128     K2.5Vk           V*_BZ_Cet_
1.88011   5.62895   3.74884     K3V              GJ_591_
1.88197   6.01513   4.13317     K2V              GJ_3782_
1.88589   6.0117    4.12581     K2V              GJ_613.0_
1.88727   6.05506   4.16779     K1V              HD_60491_
1.88737   5.9477    4.06033     K2V              GJ_4130_
1.88945   5.93791   4.04846     K1               GJ_840_
1.89781   5.904     4.00619     K2V              GJ_706_
1.89958   5.83744   3.93786     K2.5V+           HD_4635_
1.89966   6.08481   4.18515     K1V              GJ_3867_
1.9011    6.06022   4.15913     K2Vk:            HD_87424_
1.90207   5.98555   4.08348     K2V              GJ_155.2_
1.9124    6.35299   4.44059     K2Vk:            GJ_17.2_
1.91433   5.92306   4.00873     K0V              GJ_3633_
1.91511   5.91447   3.99936     K1V              GJ_9087_
1.91652   5.83611   3.91959     K3V              GJ_779.1_
1.91768   6.09331   4.17563     K2V              GJ_505_A_
1.91806   5.58356   3.6655      K2IV             GJ_118.2_A_
1.92037   6.01605   4.09568     K2V              GJ_3317_
1.92243   6.03348   4.11105     K2V              GJ_315.0_
1.92261   5.75012   3.8275      K1V              V*_PX_Vir_
1.92295   6.06725   4.14431     K1V              GJ_778_
1.92321   5.74546   3.82225     K1IV             GJ_819_A_
1.92497   6.0415    4.11653     K1V              GJ_833_
1.92659   6.04011   4.11353     K3V              GJ_320_
1.92867   5.82745   3.89877     K2V              GJ_28_
1.93449   6.02826   4.09377     K2V              GJ_1240_
1.93675   5.46618   3.52943     K0V              GJ_3222_
1.9369    6.06364   4.12675     K4V              HD_110810_
1.9483    5.94204   3.99373     K2V              GJ_66_B_
1.95071   6.06121   4.11051     K0V              GJ_531.0_
1.95112   6.16025   4.20913     K2.5V            GJ_273.1_
1.95143   5.58121   3.62978     G9V              GJ_666_A_
1.95248   6.13034   4.17787     K2V              GJ_9824_
1.95412   6.26265   4.30853     K2.5V            GJ_9798_
1.95859   6.09611   4.13752     K2+V             GJ_319.1_A_
1.95967   5.96219   4.00253     K2V              GJ_1191_
1.96127   6.08222   4.12095     K2.5V            HD_208038_
1.96469   6.0455    4.08081     K2.5V            HD_26900_
1.96797   6.04902   4.08105     G5               HD_217142_
1.97093   6.03326   4.06234     K3               GJ_9166_
1.97223   5.97489   4.00266     K0V              HD_87883_
1.97271   6.06156   4.08885     K2.5V            GJ_161_
1.97563   6.60149   4.62586     K3VFe-1.7        GJ_615_
1.9775    6.13475   4.15725     K2.5V            V*_V2431_Cyg_
1.97832   6.20306   4.22474     K3V              GJ_105_A_
1.98135   5.75608   3.77473     K2+V             GJ_785_
1.9819    6.15342   4.17153     K3V              GJ_892_
1.98246   6.20322   4.22076     K3Ve             GJ_3743_
1.98321   6.09934   4.11612     K2V              HD_23356_
1.98355   6.33991   4.35636     K1V              BD+01_2063_
1.9884    6.03126   4.04286     K2.5V            HD_197396_
1.98866   6.22462   4.23595     K0V              HD_130004_
1.99086   6.16324   4.17238     K2.5Vk:          GJ_42.0_
1.992     5.98259   3.9906      K3V              GJ_9027_
1.99232   6.11545   4.12314     K0               HD_19071_
1.99962   6.24931   4.24969     K2.5V            GJ_3428_
2.00459   5.83174   3.82714     K0V              V*_AB_Dor_
2.00485   6.14713   4.14228     K3V              GJ_282_A_
2.00544   6.26161   4.25617     K2.5V            GJ_697_
2.0095    6.0878    4.0783      K2.5V            HD_155712_
2.01441   5.99673   3.98232     K3-V             GJ_2057_
2.01524   5.97549   3.96025     K3               GJ_429_B_
2.0164    5.96981   3.95341     K0Ve             GJ_9316_B_
2.01817   6.08966   4.07149     K2V              GJ_1153_
2.0225    5.99143   3.96893     K3IV             GJ_542_
2.02592   6.42918   4.40326     K2.5Vk:          GJ_656_
2.0342    6.23362   4.19942     K2V              GJ_4377_
2.03655   6.16294   4.12639     K2/3V            GJ_1079_
2.0369    6.41384   4.37694     K2V              HD_214683_
2.03711   6.89577   4.85867     K1VbFe-2         GJ_158_
2.03785   6.14227   4.10442     K3V              GJ_4291_
2.03832   6.36335   4.32503     K2.5V            BD+31_3330_
2.0387    6.11726   4.07857     K3V              GJ_3860_
2.03939   6.17977   4.14037     K1Vp             GJ_355_
2.04346   6.254     4.21055     K3-V             HD_96612_
2.0487    6.54142   4.49272     K4+V             GJ_453_
2.05948   6.14819   4.08871     K3V              GJ_257.1_
2.05964   5.98618   3.92654     K2.5V            GJ_9717_A_
2.06175   6.56028   4.49853     K2.5V            GJ_827.1_
2.06344   6.2527    4.18926     K3V              GJ_649.1_A_
2.06492   6.29955   4.23463     K2.5V            GJ_2046_
